time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.004,-5.61026,0.0,0.000,0.007,1.0000,-0.1000,-1.5000,-0.0419,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.030,-5.60765,1.0,0.008,0.027,1.0000,-0.2000,-1.5000,-0.2050,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.054,-5.60598,1.6,0.013,0.055,1.0000,-0.3000,-1.5000,-0.3185,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.078,-5.60385,2.3,0.019,0.096,1.0000,-0.4000,-1.5000,-0.4070,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.103,-5.60111,3.3,0.028,0.100,1.0000,-0.5000,-1.5000,-0.5199,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.127,-5.59897,4.1,0.034,0.069,1.0000,-0.6000,-1.5000,-0.6103,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.151,-5.59785,4.5,0.037,0.019,1.0000,-0.7000,-1.5000,-0.7118,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.175,-5.59747,4.6,0.038,-0.000,1.0000,-0.8000,-1.5000,-0.8093,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.199,-5.59715,4.7,0.039,0.003,1.0000,-0.9000,-1.5000,-0.9212,0.000,29.8,32.0,19.22,0.000,-0.00,-0.00,0
0.223,-5.59680,4.9,0.040,0.013,1.0000,-1.0000,-1.5000,-1.0151,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.250,-5.59656,4.9,0.041,0.004,1.0000,-1.1000,-1.5000,-1.1223,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.276,-5.59657,4.9,0.041,-0.010,1.0000,-1.2000,-1.5000,-1.2190,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.305,-5.59678,4.9,0.041,-0.016,1.0000,-1.3000,-1.5000,-1.3200,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.334,-5.59709,4.8,0.040,-0.016,1.0000,-1.4000,-1.5000,-1.4213,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.362,-5.59772,4.5,0.038,-0.039,1.0000,-1.5000,-1.5000,-1.5180,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.390,-5.59862,4.2,0.035,-0.039,1.0000,-1.5000,-1.5000,-1.4953,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.416,-5.59983,3.8,0.031,-0.058,1.0000,-1.5000,-1.5000,-1.5047,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.443,-5.60139,3.2,0.027,-0.061,1.0000,-1.5000,-1.5000,-1.5064,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.470,-5.60314,2.6,0.021,-0.052,1.0000,-1.5000,-1.5000,-1.4980,0.000,29.8,32.0,18.98,1.996,37.78,-0.06,0
0.496,-5.60484,2.0,0.016,-0.066,1.0000,-1.5000,-1.5000,-1.5024,0.000,29.8,32.0,18.67,3.872,71.98,0.55,0
