time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.004,-5.61443,-0.4,0.011,-0.232,1.0000,-0.1000,-1.5000,-0.0295,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.028,-5.61886,-2.0,0.050,-0.253,1.0000,-0.2000,-1.5000,-0.2108,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.052,-5.62400,-3.9,0.097,-0.210,1.0000,-0.3000,-1.5000,-0.3193,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.076,-5.62833,-5.4,0.136,-0.170,1.0000,-0.4000,-1.5000,-0.4201,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.101,-5.63135,-6.5,0.163,-0.110,1.0000,-0.5000,-1.5000,-0.5157,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.125,-5.63281,-7.0,0.176,-0.050,1.0000,-0.6000,-1.5000,-0.6323,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.151,-5.63320,-7.2,0.179,-0.004,1.0000,-0.7000,-1.5000,-0.7169,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.175,-5.63312,-7.2,0.179,-0.009,1.0000,-0.8000,-1.5000,-0.8127,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.199,-5.63310,-7.1,0.179,-0.023,1.0000,-0.9000,-1.5000,-0.9121,0.000,46.1,38.9,19.00,-0.000,-0.00,0.00,0
0.223,-5.63332,-7.2,0.181,-0.021,1.0000,-1.0000,-1.5000,-1.0121,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.250,-5.63410,-7.5,0.188,-0.043,1.0000,-1.1000,-1.5000,-1.1157,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.274,-5.63544,-8.0,0.200,-0.079,1.0000,-1.2000,-1.5000,-1.2189,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.298,-5.63740,-8.7,0.217,-0.101,1.0000,-1.3000,-1.5000,-1.3182,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.322,-5.64009,-9.7,0.242,-0.136,1.0000,-1.4000,-1.5000,-1.4148,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.346,-5.64337,-10.8,0.271,-0.152,1.0000,-1.5000,-1.5000,-1.5102,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.370,-5.64700,-12.1,0.304,-0.167,1.0000,-1.5000,-1.5000,-1.4966,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.394,-5.65157,-13.8,0.345,-0.209,1.0000,-1.5000,-1.5000,-1.5013,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.418,-5.65758,-16.0,0.399,-0.280,1.0000,-1.5000,-1.5000,-1.5031,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.442,-5.66398,-18.3,0.457,-0.255,1.0000,-1.5000,-1.5000,-1.5035,0.000,46.1,38.9,18.78,1.935,36.18,0.11,0
0.466,-5.67022,-20.5,0.513,-0.274,1.0000,-1.5000,-1.5000,-1.5030,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.492,-5.67735,-23.1,0.577,-0.245,1.0000,-1.5000,-1.5000,-1.4994,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.516,-5.68401,-25.5,0.637,-0.260,1.0000,-1.5000,-1.5000,-1.5036,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.540,-5.69148,-28.2,0.704,-0.277,1.0000,-1.5000,-1.5000,-1.4993,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.564,-5.69750,-30.3,0.758,-0.201,1.0000,-1.5000,-1.5000,-1.4978,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.587,-5.70131,-31.7,0.792,-0.130,1.0000,-1.5000,-1.5000,-1.4980,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.611,-5.70359,-32.5,0.813,-0.078,1.0000,-1.5000,-1.5000,-1.4998,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.635,-5.70503,-33.0,0.826,-0.054,1.0000,-1.5000,-1.5000,-1.5085,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.659,-5.70638,-33.5,0.838,-0.035,1.0000,-1.5000,-1.5000,-1.4993,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.684,-5.70711,-33.8,0.845,-0.032,1.0000,-1.5000,-1.5000,-1.5018,0.000,46.1,38.9,18.39,4.196,76.99,2.56,0
0.707,-5.70832,-34.2,0.856,-0.074,1.0000,-1.5000,-1.5000,-1.4995,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.735,-5.71094,-35.2,0.879,-0.120,1.0000,-1.5000,-1.5000,-1.4960,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.759,-5.71337,-36.0,0.901,-0.090,1.0000,-1.5000,-1.5000,-1.4972,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.783,-5.71469,-36.5,0.913,-0.035,1.0000,-1.5000,-1.5000,-1.5000,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.807,-5.71496,-36.6,0.915,-0.007,1.0000,-1.5000,-1.5000,-1.5075,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.831,-5.71464,-36.5,0.912,0.028,1.0000,-1.5000,-1.5000,-1.5019,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.855,-5.71424,-36.4,0.909,0.014,1.0000,-1.5000,-1.5000,-1.4974,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.879,-5.71405,-36.3,0.907,0.002,1.0000,-1.5000,-1.5000,-1.5020,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.903,-5.71413,-36.3,0.908,-0.007,1.0000,-1.5000,-1.5000,-1.5034,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.927,-5.71465,-36.5,0.913,-0.035,1.0000,-1.5000,-1.5000,-1.4949,0.000,46.1,38.9,18.42,4.086,75.12,0.77,0
0.951,-5.71540,-36.8,0.919,-0.038,1.0000,-1.5000,-1.5000,-1.4978,0.000,46.0,39.0,18.39,4.298,79.35,0.38,0
0.978,-5.71654,-37.2,0.930,-0.039,1.0000,-1.5000,-1.5000,-1.4961,0.000,46.0,39.0,18.39,4.298,79.35,0.38,0
1.005,-5.71705,-37.4,0.934,-0.025,1.0000,-1.5000,-1.5000,-1.5069,0.000,46.0,39.0,18.39,4.298,79.35,0.38,0
1.033,-5.71747,-37.5,0.938,0.008,1.0000,-1.5000,-1.5000,-1.5019,0.000,46.0,39.0,18.39,4.298,79.35,0.38,0
1.057,-5.71726,-37.4,0.936,0.042,1.0000,-1.5000,-1.5000,-1.5089,0.000,46.0,39.0,18.39,4.298,79.35,0.38,0
