time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
0.315,-0.11537,-41.5,0.000,-0.093,0.8000,-1.2000,-1.4400,-1.2063,0.000,60.000,27.3,30.0,17.87,2.457,43.15,1.07,41.63,0
0.344,-0.12223,-44.0,0.000,-0.289,0.8000,-1.3000,-1.4400,-1.3051,0.000,60.000,27.3,30.0,17.80,3.004,52.98,3.11,49.51,0
0.372,-0.13183,-47.5,0.000,-0.348,0.8000,-1.4000,-1.4400,-1.4164,0.000,60.000,27.3,30.0,17.75,3.397,60.05,4.03,55.15,0
0.402,-0.14809,-53.3,0.000,-0.291,0.8000,-1.4400,-1.4400,-1.4495,0.000,60.000,27.3,30.0,17.74,3.185,56.03,3.28,52.17,0
0.430,-0.15801,-56.9,0.000,-0.197,0.8000,-1.4400,-1.4400,-1.4396,0.000,60.000,27.3,30.0,17.78,2.741,48.65,1.52,47.12,0
0.460,-0.16048,-57.8,0.000,-0.065,0.8000,-1.4400,-1.4400,-1.4433,0.000,60.000,27.3,30.0,17.79,2.678,47.68,0.54,47.19,0
0.489,-0.16162,-58.2,0.000,-0.037,0.8000,-1.4400,-1.4400,-1.4524,0.000,60.000,27.3,30.0,17.79,2.689,47.76,0.35,47.46,0
0.518,-0.16270,-58.6,0.000,-0.035,0.8000,-1.4400,-1.4400,-1.4425,0.000,60.000,27.3,30.0,17.79,2.697,47.85,0.28,47.59,0
0.548,-0.16335,-58.8,0.000,-0.018,0.8000,-1.4400,-1.4400,-1.4419,0.000,60.000,27.3,30.0,17.79,2.699,48.11,0.20,47.94,0
0.572,-0.16396,-59.0,0.000,-0.029,0.8000,-1.4400,-1.4400,-1.4417,0.000,60.000,27.3,30.0,17.79,2.694,48.11,0.23,47.94,0
0.602,-0.16418,-59.1,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4378,0.000,60.000,27.3,30.0,17.79,2.684,47.93,-0.00,48.00,0
0.630,-0.16418,-59.1,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4391,0.000,60.000,27.3,30.0,17.80,2.703,48.08,-0.00,48.30,0
0.658,-0.16467,-59.3,0.000,-0.042,0.8000,-1.4400,-1.4400,-1.4426,0.000,60.000,27.3,30.0,17.79,2.711,48.30,0.36,47.92,0
0.688,-0.16535,-59.5,0.000,-0.006,0.8000,-1.4400,-1.4400,-1.4382,0.000,60.000,27.3,30.0,17.78,2.716,48.16,0.14,48.24,0
0.717,-0.16543,-59.6,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4367,0.000,60.000,27.3,30.0,17.79,2.710,48.17,-0.02,48.28,0
0.746,-0.16541,-59.5,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4365,0.000,60.000,27.3,30.0,17.78,2.706,48.26,-0.01,48.26,0
0.772,-0.16542,-59.6,0.000,0.003,0.8000,-1.4400,-1.4400,-1.4321,0.000,60.000,27.3,30.1,17.78,2.711,48.36,0.04,48.18,0
0.802,-0.16541,-59.5,0.000,-0.006,0.8000,-1.4400,-1.4400,-1.4363,0.000,60.000,27.3,30.1,17.79,2.717,48.10,-0.01,48.13,0
0.833,-0.16541,-59.5,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4430,0.000,60.000,27.3,30.1,17.79,2.712,48.41,0.00,48.26,0
0.863,-0.16535,-59.5,0.000,0.006,0.8000,-1.4400,-1.4400,-1.4449,0.000,60.000,27.3,30.1,17.78,2.707,48.39,-0.02,48.14,0
0.889,-0.16534,-59.5,0.000,0.003,0.8000,-1.4400,-1.4400,-1.4395,0.000,60.000,27.3,30.1,17.78,2.716,48.14,0.04,48.13,0
0.919,-0.16529,-59.5,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4458,0.000,60.000,27.3,30.1,17.79,2.711,48.24,-0.01,48.23,0
0.944,-0.16522,-59.5,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4398,0.000,60.000,27.3,30.1,17.79,2.713,48.17,-0.08,48.28,0
0.972,-0.16516,-59.5,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4320,0.000,60.000,27.3,30.1,17.78,2.719,48.31,0.01,48.36,0
1.001,-0.16513,-59.4,0.000,-0.009,0.8000,-1.4400,-1.4400,-1.4496,0.000,60.000,27.3,30.1,17.78,2.713,48.19,-0.05,48.32,0
1.030,-0.16510,-59.4,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4401,0.000,60.000,27.3,30.2,17.78,2.706,47.76,0.05,48.17,0
1.063,-0.16496,-59.4,0.000,0.007,0.8000,-1.4400,-1.4400,-1.4398,0.000,60.000,27.3,30.2,17.78,2.698,48.01,-0.09,48.00,0
1.089,-0.16489,-59.4,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4392,0.000,60.000,27.3,30.2,17.77,2.703,48.20,-0.04,48.04,0
1.119,-0.16491,-59.4,0.000,-0.004,0.8000,-1.4400,-1.4400,-1.4383,0.000,60.000,27.3,30.2,17.78,2.723,48.08,0.02,48.42,0
1.147,-0.16491,-59.4,0.000,0.004,0.8000,-1.4400,-1.4400,-1.4452,0.000,60.000,27.3,30.2,17.78,2.710,48.08,-0.03,48.16,0
1.172,-0.16488,-59.4,0.000,0.007,0.8000,-1.4400,-1.4400,-1.4361,0.000,60.000,27.3,30.2,17.78,2.713,48.43,-0.01,48.32,0
1.199,-0.16492,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4368,0.000,60.000,27.3,30.3,17.78,2.713,48.32,0.00,48.29,0
1.230,-0.16492,-59.4,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4381,0.000,60.000,27.3,30.3,17.77,2.731,48.22,0.00,48.25,0
1.256,-0.16492,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4329,0.000,60.000,27.3,30.3,17.78,2.722,48.30,-0.00,48.13,0
1.285,-0.16492,-59.4,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4343,0.000,60.000,27.3,30.3,17.78,2.710,48.30,-0.01,48.48,0
1.313,-0.16492,-59.4,0.000,-0.002,0.8000,-1.4400,-1.4400,-1.4397,0.000,60.000,27.3,30.3,17.78,2.722,48.35,-0.01,48.22,0
1.346,-0.16498,-59.4,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4359,0.000,60.000,27.3,30.4,17.78,2.725,48.41,0.01,48.40,0
1.373,-0.16498,-59.4,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4399,0.000,60.000,27.3,30.4,17.78,2.716,48.52,0.02,48.43,0
1.399,-0.16502,-59.4,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4375,0.000,60.000,27.3,30.4,17.77,2.717,48.28,0.03,48.33,0
1.426,-0.16500,-59.4,0.000,-0.002,0.8000,-1.4400,-1.4400,-1.4409,0.000,60.000,27.3,30.4,17.77,2.714,48.12,0.02,48.06,0
1.456,-0.16501,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4424,0.000,60.000,27.3,30.4,17.78,2.717,48.61,-0.02,48.30,0
1.486,-0.16504,-59.4,0.000,-0.003,0.8000,-1.4400,-1.4400,-1.4433,0.000,60.000,27.3,30.5,17.78,2.719,48.42,0.00,48.46,0
1.515,-0.16502,-59.4,0.000,-0.004,0.8000,-1.4400,-1.4400,-1.4372,0.000,60.000,27.3,30.5,17.77,2.716,48.28,-0.02,48.26,0
1.542,-0.16502,-59.4,0.000,0.010,0.8000,-1.4400,-1.4400,-1.4391,0.000,60.000,27.3,30.5,17.77,2.722,48.06,0.05,48.13,0
1.571,-0.16502,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4355,0.000,60.000,27.3,30.5,17.78,2.717,48.47,0.04,48.22,0
1.601,-0.16499,-59.4,0.000,0.004,0.8000,-1.4400,-1.4400,-1.4414,0.000,60.000,27.4,30.5,17.78,2.718,48.26,0.01,48.36,0
1.631,-0.16499,-59.4,0.000,0.003,0.8000,-1.4400,-1.4400,-1.4476,0.000,60.000,27.4,30.6,17.78,2.727,48.45,-0.01,48.12,0
1.661,-0.16500,-59.4,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4348,0.000,60.000,27.4,30.6,17.77,2.717,48.37,0.09,48.19,0
1.689,-0.16500,-59.4,0.000,-0.010,0.8000,-1.4400,-1.4400,-1.4353,0.000,60.000,27.4,30.6,17.77,2.712,48.22,-0.01,48.36,0
1.719,-0.16501,-59.4,0.000,-0.007,0.8000,-1.4400,-1.4400,-1.4357,0.000,60.000,27.4,30.6,17.78,2.713,48.33,0.00,48.21,0
1.749,-0.16498,-59.4,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4380,0.000,60.000,27.4,30.6,17.77,2.724,48.50,-0.01,48.18,0
1.778,-0.16498,-59.4,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4409,0.000,60.000,27.4,30.7,17.77,2.719,48.36,-0.01,48.44,0
1.806,-0.16498,-59.4,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4318,0.000,60.000,27.4,30.7,17.77,2.719,48.29,-0.01,48.39,0
1.836,-0.16498,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4430,0.000,60.000,27.4,30.7,17.77,2.713,48.39,0.00,48.18,0
1.866,-0.16498,-59.4,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4422,0.000,60.000,27.4,30.7,17.77,2.729,48.38,-0.02,48.11,0
1.894,-0.16493,-59.4,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4319,0.000,60.000,27.4,30.8,17.76,2.732,48.37,-0.02,48.29,0
1.923,-0.16492,-59.4,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4424,0.000,60.000,27.4,30.8,17.79,2.725,48.22,0.00,48.25,0
1.954,-0.16492,-59.4,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4426,0.000,60.000,27.5,30.8,17.77,2.715,48.20,-0.06,48.25,0
1.980,-0.16488,-59.4,0.000,0.004,0.8000,-1.4400,-1.4400,-1.4407,0.000,60.000,27.5,30.8,17.77,2.719,48.16,-0.02,48.21,0
2.009,-0.16488,-59.4,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4430,0.000,60.000,27.5,30.8,17.77,2.711,48.30,-0.01,48.55,0
2.038,-0.16486,-59.3,0.000,-0.004,0.8000,-1.4400,-1.4400,-1.4399,0.000,60.000,27.5,30.9,17.76,2.722,48.31,-0.02,48.64,0
2.068,-0.16487,-59.4,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4449,0.000,60.000,27.5,30.9,17.77,2.713,48.38,-0.01,48.14,0
2.096,-0.16484,-59.3,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4461,0.000,60.000,27.5,30.9,17.77,2.728,48.20,0.00,48.25,0
2.122,-0.16473,-59.3,0.000,-0.001,0.8000,-1.4400,-1.4400,-1.4426,0.000,60.000,27.5,30.9,17.77,2.707,48.33,-0.01,48.39,0
2.154,-0.16473,-59.3,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4391,0.000,60.000,27.5,31.0,17.77,2.719,48.42,-0.00,48.56,0
2.185,-0.16477,-59.3,0.000,-0.006,0.8000,-1.4400,-1.4400,-1.4337,0.000,60.000,27.5,31.0,17.75,2.723,48.41,-0.09,48.31,0
2.214,-0.16478,-59.3,0.000,-0.000,0.8000,-1.4400,-1.4400,-1.4363,0.000,60.000,27.6,31.0,17.77,2.726,48.42,0.01,48.40,0
2.244,-0.16479,-59.3,0.000,0.001,0.8000,-1.4400,-1.4400,-1.4328,0.000,60.000,27.6,31.0,17.77,2.738,48.52,0.12,48.39,0
2.272,-0.16541,-59.5,0.000,-0.042,0.8000,-1.4400,-1.4400,-1.4414,0.000,60.000,27.6,31.1,17.76,2.738,48.73,0.37,48.38,0
2.302,-0.16639,-59.9,0.000,-0.018,0.8000,-1.4400,-1.4400,-1.4344,0.000,60.000,27.6,31.1,17.76,2.743,48.70,0.27,48.37,0
2.332,-0.16730,-60.2,0.000,-0.028,0.8000,-1.4400,-1.4400,-1.4431,0.000,60.000,27.6,31.1,17.76,2.762,49.13,0.28,48.97,0
2.362,-0.16797,-60.5,0.000,-0.005,0.8000,-1.4400,-1.4400,-1.4424,0.000,60.000,27.6,31.1,17.75,2.775,49.34,0.11,49.11,0
2.389,-0.16839,-60.6,0.000,-0.030,0.8000,-1.4400,-1.4400,-1.4414,0.000,60.000,27.6,31.2,17.76,2.783,49.46,0.22,49.31,0
2.421,-0.17006,-61.2,0.000,-0.072,0.8000,-1.4400,-1.4400,-1.4387,0.000,60.000,27.6,31.2,17.76,2.837,50.51,0.70,49.55,0
2.453,-0.17309,-62.3,0.000,-0.087,0.8000,-1.4400,-1.4400,-1.4464,0.000,60.000,27.7,31.2,17.75,2.876,51.10,0.71,50.41,0
2.481,-0.17522,-63.1,0.000,-0.091,0.8000,-1.4400,-1.4400,-1.4350,0.000,60.000,27.7,31.2,17.74,2.916,51.81,0.93,51.08,0
2.512,-0.17833,-64.2,0.000,-0.097,0.8000,-1.4400,-1.4400,-1.4396,0.000,60.000,27.7,31.3,17.74,2.972,52.69,0.83,51.97,0
2.539,-0.18075,-65.1,0.000,-0.096,0.8000,-1.4400,-1.4400,-1.4495,0.000,60.000,27.7,31.3,17.73,3.012,53.31,0.86,52.59,0
2.570,-0.18440,-66.4,0.000,-0.119,0.8000,-1.4400,-1.4400,-1.4395,0.000,60.000,27.7,31.3,17.70,3.123,55.47,1.37,54.18,0
2.602,-0.18914,-68.1,0.000,-0.159,0.8000,-1.4400,-1.4400,-1.4342,0.000,60.000,27.7,31.3,17.69,3.293,58.66,1.36,57.43,0
2.635,-0.19426,-69.9,0.000,-0.207,0.8000,-1.4400,-1.4400,-1.4419,0.000,60.000,27.8,31.3,17.68,3.433,61.03,1.87,59.05,0
2.665,-0.19904,-71.7,0.000,-0.145,0.8000,-1.4400,-1.4400,-1.4443,0.000,60.000,27.8,31.4,17.67,3.443,60.81,1.34,59.50,0
2.694,-0.20395,-73.4,0.000,-0.201,0.8000,-1.4400,-1.4400,-1.4422,0.000,60.000,27.8,31.4,17.68,3.383,59.91,1.90,57.82,0
2.724,-0.21241,-76.5,0.000,-0.341,0.8000,-1.4400,-1.4400,-1.4403,0.000,60.000,27.8,31.4,17.68,3.274,57.42,2.79,54.78,0
2.754,-0.21851,-78.7,0.000,-0.145,0.8000,-1.4400,-1.4400,-1.4379,0.000,60.000,27.8,31.4,17.71,3.079,54.49,1.40,53.09,0
2.784,-0.22450,-80.8,0.000,-0.270,0.8000,-1.4400,-1.4400,-1.4438,0.000,60.000,27.8,31.5,17.72,2.898,50.94,2.41,48.77,0
2.817,-0.23113,-83.2,0.000,-0.148,0.8000,-1.4400,-1.4400,-1.4397,0.000,60.000,27.9,31.5,17.74,2.700,47.89,1.31,46.82,0
2.848,-0.23661,-85.2,0.000,-0.175,0.8000,-1.4400,-1.4400,-1.4343,0.000,60.000,27.9,31.5,17.75,2.768,49.19,1.53,47.55,0
2.878,-0.24119,-86.8,0.000,-0.144,0.8000,-1.4400,-1.4400,-1.4364,0.000,60.000,27.9,31.5,17.74,2.848,50.61,1.31,49.37,0
2.907,-0.24576,-88.5,0.000,-0.193,0.8000,-1.4400,-1.4400,-1.4422,0.000,60.000,27.9,31.6,17.72,2.937,52.20,1.75,50.85,0
2.935,-0.25374,-91.3,0.000,-0.377,0.8000,-1.4400,-1.4400,-1.4351,0.000,60.000,27.9,31.6,17.71,3.130,55.31,3.51,51.88,0
2.965,-0.26633,-95.9,0.000,-0.329,0.8000,-1.4400,-1.4400,-1.4399,0.000,60.000,27.9,31.6,17.67,3.504,61.99,2.62,59.28,0
2.996,-0.27475,-98.9,0.000,-0.301,0.8000,-1.4400,-1.4400,-1.4432,0.000,60.000,28.0,31.6,17.66,3.446,60.99,2.89,58.06,0
3.022,-0.28382,-102.2,0.000,-0.357,0.8000,-1.4400,-1.4400,-1.4431,0.000,60.000,28.0,31.7,17.68,3.297,58.38,2.66,55.38,0
3.053,-0.28739,-103.5,0.000,-0.044,0.8000,-1.4400,-1.4400,-1.4440,0.000,60.000,28.0,31.7,17.70,3.163,56.08,0.33,55.62,0
3.082,-0.28846,-103.8,0.000,-0.042,0.8000,-1.4400,-1.4400,-1.4367,0.000,60.000,28.0,31.7,17.71,3.128,55.35,0.41,54.89,0
3.112,-0.28968,-104.3,0.000,-0.039,0.8000,-1.4400,-1.4400,-1.4402,0.000,60.000,28.0,31.7,17.69,3.094,54.97,0.30,54.32,0
3.143,-0.29171,-105.0,0.000,-0.091,0.8000,-1.4400,-1.4400,-1.4450,0.000,60.000,28.0,31.7,17.72,3.068,53.88,0.94,53.32,0
3.172,-0.30198,-108.7,0.000,-0.548,0.8000,-1.4400,-1.4400,-1.4436,0.000,60.000,28.1,31.8,17.72,2.789,49.30,4.76,44.92,0
3.204,-0.33009,-118.8,0.000,-1.380,0.8000,-1.4400,-1.4400,-1.4357,0.000,60.000,28.1,31.8,17.67,3.551,63.24,11.29,52.39,0
3.234,-0.35971,-129.5,0.000,-0.887,0.8000,-1.4400,-1.4400,-1.4469,0.000,60.000,28.1,31.8,17.68,3.267,57.52,7.13,49.78,0
3.264,-0.37897,-136.4,0.000,-0.497,0.8000,-1.4400,-1.4400,-1.4331,0.000,60.000,28.1,31.8,17.73,2.838,50.41,4.50,46.24,0
3.294,-0.38930,-140.1,0.000,-0.230,0.8000,-1.4400,-1.4400,-1.4407,0.000,60.000,28.1,31.8,17.73,2.968,52.69,1.98,50.79,0
3.322,-0.39423,-141.9,0.000,-0.115,0.8000,-1.4400,-1.4400,-1.4401,0.000,60.000,28.2,31.9,17.71,3.030,53.77,0.83,52.94,0
3.355,-0.39705,-142.9,0.000,-0.077,0.8000,-1.4400,-1.4400,-1.4380,0.000,60.000,28.2,31.9,17.71,3.076,54.45,0.72,53.64,0
3.386,-0.39930,-143.7,0.000,-0.082,0.8000,-1.4400,-1.4400,-1.4426,0.000,60.000,28.2,31.9,17.71,3.166,56.14,0.75,55.08,0
3.417,-0.40246,-144.9,0.000,-0.155,0.8000,-1.4400,-1.4400,-1.4457,0.000,60.000,28.2,31.9,17.68,3.303,58.70,1.32,57.53,0
3.447,-0.40604,-146.2,0.000,-0.093,0.8000,-1.4400,-1.4400,-1.4301,0.000,60.000,28.2,31.9,17.66,3.430,60.40,0.80,59.69,0
3.472,-0.40827,-147.0,0.000,-0.099,0.8000,-1.4400,-1.4400,-1.4381,0.000,60.000,28.2,32.0,17.67,3.456,60.84,0.93,59.83,0
3.502,-0.41158,-148.2,0.000,-0.116,0.8000,-1.4400,-1.4400,-1.4318,0.000,60.000,28.3,32.0,17.67,3.472,61.55,1.05,60.56,0
3.530,-0.41504,-149.4,0.000,-0.129,0.8000,-1.4400,-1.4400,-1.4410,0.000,60.000,28.3,32.0,17.66,3.460,61.31,1.17,59.99,0
3.556,-0.41887,-150.8,0.000,-0.178,0.8000,-1.4400,-1.4400,-1.4305,0.000,60.000,28.3,32.0,17.67,3.404,60.23,1.82,58.28,0
3.586,-0.42949,-154.6,0.000,-0.552,0.8000,-1.4400,-1.4400,-1.4517,0.000,60.000,28.3,32.0,17.68,3.280,57.75,4.82,52.64,0
3.616,-0.44176,-159.0,0.000,-0.324,0.8000,-1.4400,-1.4400,-1.4455,0.000,60.000,28.3,32.1,17.71,2.838,50.30,2.75,47.36,0
3.645,-0.44952,-161.8,0.000,-0.307,0.8000,-1.4400,-1.4400,-1.4348,0.000,60.000,28.4,32.1,17.74,2.784,49.41,3.06,46.51,0
3.673,-0.45728,-164.6,0.000,-0.211,0.8000,-1.4400,-1.4400,-1.4406,0.000,60.000,28.4,32.1,17.73,2.896,51.40,2.00,49.25,0
3.702,-0.46442,-167.2,0.000,-0.299,0.8000,-1.4400,-1.4400,-1.4447,0.000,60.000,28.4,32.1,17.72,3.039,53.89,2.77,51.25,0
3.732,-0.47259,-170.1,0.000,-0.224,0.8000,-1.4400,-1.4400,-1.4399,0.000,60.000,28.4,32.1,17.69,3.247,57.80,1.75,55.94,0
3.763,-0.47598,-171.4,0.000,-0.050,0.8000,-1.4400,-1.4400,-1.4411,0.000,60.000,28.4,32.1,17.68,3.321,58.68,0.42,58.41,0
3.789,-0.47684,-171.7,0.000,-0.025,0.8000,-1.4400,-1.4400,-1.4382,0.000,60.000,28.4,32.2,17.68,3.346,59.14,0.18,58.91,0
3.819,-0.47735,-171.8,0.000,-0.014,0.8000,-1.4400,-1.4400,-1.4472,0.000,60.000,28.5,32.2,17.68,3.356,59.07,0.10,59.31,0
3.851,-0.47742,-171.9,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4409,0.000,60.000,28.5,32.2,17.67,3.356,59.32,0.10,59.02,0
3.880,-0.47742,-171.9,0.000,-0.007,0.8000,-1.4400,-1.4400,-1.4401,0.000,60.000,28.5,32.2,17.67,3.351,59.39,-0.01,59.17,0
3.907,-0.47742,-171.9,0.000,0.002,0.8000,-1.4400,-1.4400,-1.4429,0.000,60.000,28.5,32.2,17.67,3.352,59.27,-0.02,59.19,0
3.938,-0.47751,-171.9,0.000,-0.015,0.8000,-1.4400,-1.4400,-1.4470,0.000,60.000,28.5,32.3,17.67,3.354,59.50,0.04,59.46,0
3.967,-0.47779,-172.0,0.000,-0.008,0.8000,-1.4400,-1.4400,-1.4438,0.000,60.000,28.6,32.3,17.67,3.368,59.61,0.19,59.63,0
3.999,-0.47815,-172.1,0.000,-0.016,0.8000,-1.4400,-1.4400,-1.4341,0.000,60.000,28.6,32.3,17.66,3.375,59.61,0.14,59.50,0
4.026,-0.47858,-172.3,0.000,-0.017,0.8000,-1.4400,-1.4400,-1.4323,0.000,60.000,28.6,32.3,17.66,3.390,59.86,0.18,59.66,0
4.052,-0.47932,-172.6,0.000,-0.037,0.8000,-1.4400,-1.4400,-1.4389,0.000,60.000,28.6,32.3,17.66,3.411,60.42,0.30,59.67,0
4.082,-0.48048,-173.0,0.000,-0.032,0.8000,-1.4400,-1.4400,-1.4359,0.000,60.000,28.6,32.4,17.66,3.420,60.58,0.34,60.16,0
4.110,-0.48154,-173.4,0.000,-0.039,0.8000,-1.4400,-1.4400,-1.4288,0.000,60.000,28.7,32.4,17.66,3.434,60.32,0.32,60.21,0
4.138,-0.48230,-173.6,0.000,-0.023,0.8000,-1.4400,-1.4400,-1.4456,0.000,60.000,28.7,32.4,17.66,3.439,60.79,0.20,60.31,0
4.168,-0.48266,-173.8,0.000,-0.009,0.8000,-1.4400,-1.4400,-1.4419,0.000,60.000,28.7,32.4,17.65,3.432,60.49,0.14,60.50,0
4.199,-0.48295,-173.9,0.000,-0.006,0.8000,-1.4400,-1.4400,-1.4422,0.000,60.000,28.7,32.4,17.65,3.417,60.27,0.04,60.62,0
4.230,-0.48312,-173.9,0.000,-0.004,0.8000,-1.4400,-1.4400,-1.4458,0.000,60.000,28.7,32.5,17.65,3.423,60.65,0.10,60.61,0
4.256,-0.48315,-173.9,0.000,0.000,0.8000,-1.4400,-1.4400,-1.4483,0.000,60.000,28.7,32.5,17.65,3.422,60.51,-0.00,60.60,0
4.285,-0.48323,-174.0,0.000,-0.004,0.8000,-1.4400,-1.4400,-1.4340,0.000,60.000,28.8,32.5,17.65,3.415,60.52,-0.01,60.44,0
4.315,-0.48329,-174.0,0.000,-0.002,0.8000,-1.4400,-1.4400,-1.4392,0.000,60.000,28.8,32.5,17.66,3.435,60.70,0.02,60.54,0
4.339,-0.48346,-174.0,0.000,-0.011,0.8000,-1.4400,-1.4400,-1.4410,0.000,60.000,28.8,32.5,17.66,3.431,60.48,0.02,60.79,0
4.368,-0.48377,-174.2,0.000,-0.019,0.8000,-1.4400,-1.4400,-1.4392,0.000,60.000,28.8,32.6,17.66,3.437,60.57,0.19,60.58,0
4.398,-0.48435,-174.4,0.000,-0.024,0.8000,-1.4400,-1.4400,-1.4488,0.000,60.000,28.8,32.6,17.66,3.425,60.61,0.28,60.44,0
4.427,-0.48590,-174.9,0.000,-0.081,0.8000,-1.4400,-1.4400,-1.4392,0.000,60.000,28.9,32.6,17.66,3.439,60.78,0.82,59.93,0
4.456,-0.48966,-176.3,0.000,-0.198,0.8000,-1.4400,-1.4400,-1.4418,0.000,60.000,28.9,32.6,17.65,3.393,59.95,2.00,57.89,0
4.485,-0.49648,-178.7,0.000,-0.245,0.8000,-1.4400,-1.4400,-1.4427,0.000,60.000,28.9,32.6,17.67,3.286,58.03,2.03,55.87,0
4.514,-0.50117,-180.4,0.000,-0.118,0.8000,-1.4400,-1.4400,-1.4393,0.000,60.000,28.9,32.7,17.67,3.154,55.86,1.05,54.82,0
4.543,-0.50343,-181.2,0.000,-0.037,0.8000,-1.4400,-1.4400,-1.4424,0.000,60.000,28.9,32.7,17.69,3.077,54.59,0.37,54.13,0
4.572,-0.50410,-181.5,0.000,-0.013,0.8000,-1.4400,-1.4400,-1.4409,0.000,60.000,28.9,32.7,17.71,3.057,54.05,0.15,54.19,0
4.602,-0.50429,-181.5,0.000,-0.007,0.8000,-1.4400,-1.4400,-1.4417,0.000,60.000,29.0,32.7,17.71,3.058,54.06,0.10,53.93,0
4.631,-0.50460,-181.7,0.000,-0.022,0.8000,-1.4400,-1.4400,-1.4347,0.000,60.000,29.0,32.7,17.71,3.050,53.97,0.11,53.90,0
4.660,-0.50500,-181.8,0.000,-0.008,0.8000,-1.4400,-1.4400,-1.4432,0.000,60.000,29.0,32.8,17.71,3.040,53.63,0.04,53.93,0
