time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.003,-5.60256,0.0,0.000,0.003,1.0000,-0.1000,-1.5000,-0.0329,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.030,-5.60111,0.5,0.004,0.013,1.0000,-0.2000,-1.5000,-0.2023,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.054,-5.60008,0.9,0.007,0.006,1.0000,-0.3000,-1.5000,-0.3082,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.078,-5.59907,1.3,0.010,0.013,1.0000,-0.4000,-1.5000,-0.4091,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.102,-5.59820,1.6,0.013,0.014,1.0000,-0.5000,-1.5000,-0.5120,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.126,-5.59749,1.8,0.015,0.012,1.0000,-0.6000,-1.5000,-0.6080,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.150,-5.59688,2.0,0.017,0.020,1.0000,-0.7000,-1.5000,-0.7161,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.174,-5.59652,2.2,0.018,0.008,1.0000,-0.8000,-1.5000,-0.8156,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.198,-5.59635,2.2,0.019,0.000,1.0000,-0.9000,-1.5000,-0.9134,0.000,38.8,33.4,19.06,-0.000,0.00,-0.00,0
0.222,-5.59600,2.4,0.020,0.017,1.0000,-1.0000,-1.5000,-1.0163,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.249,-5.59561,2.5,0.021,0.010,1.0000,-1.1000,-1.5000,-1.1216,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.273,-5.59549,2.5,0.021,-0.010,1.0000,-1.2000,-1.5000,-1.2115,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.297,-5.59563,2.5,0.021,-0.020,1.0000,-1.3000,-1.5000,-1.3241,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.321,-5.59589,2.4,0.020,-0.005,1.0000,-1.4000,-1.5000,-1.4200,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.345,-5.59617,2.3,0.019,-0.013,1.0000,-1.5000,-1.5000,-1.5206,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.369,-5.59643,2.2,0.018,-0.021,1.0000,-1.5000,-1.5000,-1.4941,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.393,-5.59698,2.0,0.017,-0.014,1.0000,-1.5000,-1.5000,-1.4978,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.417,-5.59749,1.8,0.015,-0.012,1.0000,-1.5000,-1.5000,-1.5031,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.441,-5.59812,1.6,0.013,-0.027,1.0000,-1.5000,-1.5000,-1.5086,0.000,38.8,33.4,18.82,2.042,38.35,-0.17,0
0.465,-5.59867,1.4,0.012,-0.018,1.0000,-1.5000,-1.5000,-1.5032,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.492,-5.59926,1.2,0.010,-0.021,1.0000,-1.5000,-1.5000,-1.4972,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.516,-5.59983,1.0,0.008,-0.014,1.0000,-1.5000,-1.5000,-1.5053,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.540,-5.60053,0.7,0.006,-0.029,1.0000,-1.5000,-1.5000,-1.5050,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.564,-5.60123,0.5,0.004,-0.035,1.0000,-1.5000,-1.5000,-1.5025,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.588,-5.60208,0.2,0.001,-0.034,1.0000,-1.5000,-1.5000,-1.5000,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.613,-5.60313,-0.2,0.002,-0.040,1.0000,-1.5000,-1.5000,-1.5002,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.638,-5.60421,-0.6,0.005,-0.044,1.0000,-1.5000,-1.5000,-1.4944,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.662,-5.60496,-0.9,0.007,-0.007,1.0000,-1.5000,-1.5000,-1.5032,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.686,-5.60494,-0.9,0.007,0.019,1.0000,-1.5000,-1.5000,-1.5056,0.000,38.8,33.5,18.48,4.167,77.03,0.24,0
0.711,-5.60394,-0.5,0.004,0.059,1.0000,-1.5000,-1.5000,-1.4972,0.000,38.8,33.5,18.48,4.074,74.85,-0.65,0
0.740,-5.60177,0.3,0.002,0.075,1.0000,-1.5000,-1.5000,-1.4967,0.000,38.8,33.5,18.48,4.074,74.85,-0.65,0
0.766,-5.59986,1.0,0.008,0.063,1.0000,-1.5000,-1.5000,-1.5034,0.000,38.8,33.5,18.48,4.074,74.85,-0.65,0
0.790,-5.59876,1.4,0.011,0.038,1.0000,-1.5000,-1.5000,-1.4925,0.000,38.8,33.5,18.48,4.074,74.85,-0.65,0
