time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.009,-5.62767,0.4,0.003,0.086,1.0000,-0.1000,-1.5000,-0.0446,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.039,-5.62444,1.6,0.013,0.083,1.0000,-0.2000,-1.5000,-0.2072,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.070,-5.61977,3.2,0.027,0.086,1.0000,-0.3000,-1.5000,-0.3140,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.099,-5.61674,4.3,0.036,0.103,1.0000,-0.4000,-1.5000,-0.4227,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.127,-5.61351,5.5,0.046,0.098,1.0000,-0.5000,-1.5000,-0.5350,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.152,-5.61114,6.3,0.053,0.073,1.0000,-0.6000,-1.5000,-0.6258,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.177,-5.60876,7.2,0.060,0.083,1.0000,-0.7000,-1.5000,-0.7287,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.203,-5.60651,8.0,0.067,0.078,1.0000,-0.8000,-1.5000,-0.8400,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.229,-5.60426,8.8,0.074,0.074,1.0000,-0.9000,-1.5000,-0.9299,0.000,46.5,39.3,19.00,-0.000,-0.00,-0.00,0
0.256,-5.60243,9.5,0.079,0.046,1.0000,-1.0000,-1.5000,-1.0328,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.288,-5.60181,9.7,0.081,-0.003,1.0000,-1.1000,-1.5000,-1.1265,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.315,-5.60240,9.5,0.079,-0.035,1.0000,-1.2000,-1.5000,-1.2297,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.341,-5.60310,9.2,0.077,-0.035,1.0000,-1.3000,-1.5000,-1.2991,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.372,-5.60352,9.1,0.076,-0.011,1.0000,-1.4000,-1.5000,-1.4288,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.398,-5.60358,9.1,0.076,-0.006,1.0000,-1.5000,-1.5000,-1.5395,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.424,-5.60363,9.1,0.075,-0.007,1.0000,-1.5000,-1.5000,-1.5054,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.451,-5.60370,9.0,0.075,-0.001,1.0000,-1.5000,-1.5000,-1.5016,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.477,-5.60369,9.0,0.075,0.011,1.0000,-1.5000,-1.5000,-1.5071,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.503,-5.60364,9.0,0.075,0.000,1.0000,-1.5000,-1.5000,-1.4948,0.000,46.5,39.3,18.77,2.022,37.98,-0.24,0
0.530,-5.60358,9.1,0.076,0.003,1.0000,-1.5000,-1.5000,-1.5043,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
0.563,-5.60339,9.1,0.076,0.007,1.0000,-1.5000,-1.5000,-1.5064,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
0.591,-5.60308,9.2,0.077,0.016,1.0000,-1.5000,-1.5000,-1.4994,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
0.621,-5.60259,9.4,0.079,0.029,1.0000,-1.5000,-1.5000,-1.5000,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
0.647,-5.60192,9.7,0.081,0.035,1.0000,-1.5000,-1.5000,-1.5037,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
0.674,-5.60111,10.0,0.083,0.035,1.0000,-1.5000,-1.5000,-1.5032,0.000,46.4,39.3,18.41,4.152,76.59,-0.06,0
