time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.000,-5.60043,-0.1,0.000,-0.045,0.2000,-0.1000,-0.3000,-0.0620,0.000,35.2,37.4,19.27,0.019,0.87,-0.02,0
0.028,-5.60157,-0.5,0.000,-0.079,0.2000,-0.2000,-0.3000,-0.2043,0.000,35.2,37.4,19.25,0.172,3.17,-0.04,0
0.055,-5.60401,-1.3,0.000,-0.134,0.2000,-0.3000,-0.3000,-0.3064,0.000,35.2,37.4,19.23,0.301,5.48,0.07,0
0.082,-5.60774,-2.7,0.000,-0.168,0.2000,-0.3000,-0.3000,-0.3051,0.000,35.2,37.4,19.24,0.264,5.01,0.31,0
0.110,-5.61254,-4.4,0.000,-0.173,0.2000,-0.3000,-0.3000,-0.3014,0.000,35.2,37.3,19.24,0.252,4.79,0.34,0
0.137,-5.61725,-6.1,0.000,-0.156,0.2000,-0.3000,-0.3000,-0.3035,0.000,35.2,37.3,19.24,0.242,4.56,0.29,0
0.164,-5.62099,-7.5,0.000,-0.122,0.2000,-0.3000,-0.3000,-0.2997,0.000,35.2,37.3,19.24,0.250,4.79,0.19,0
0.191,-5.62342,-8.3,0.000,-0.075,0.2000,-0.3000,-0.3000,-0.3045,0.000,35.2,37.3,19.25,0.262,4.92,0.12,0
0.218,-5.62484,-8.8,0.000,-0.047,0.2000,-0.3000,-0.3000,-0.3026,0.000,35.2,37.3,19.24,0.259,5.04,0.06,0
0.245,-5.62549,-9.1,0.000,-0.011,0.2000,-0.3000,-0.3000,-0.3018,0.000,35.3,37.3,19.24,0.263,5.09,0.02,0
0.272,-5.62536,-9.0,0.000,0.012,0.2000,-0.3000,-0.3000,-0.3003,0.000,35.3,37.3,19.24,0.269,5.02,-0.04,0
0.299,-5.62448,-8.7,0.000,0.046,0.2000,-0.3000,-0.3000,-0.2989,0.000,35.3,37.3,19.24,0.261,5.10,-0.08,0
