time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.000,-5.61498,0.1,0.001,0.060,0.2008,-0.1000,-0.3814,-0.1074,0.000,41.7,35.0,19.20,0.054,1.08,-0.13,0
0.037,-5.61039,1.7,0.014,0.125,0.2195,-0.2000,-0.4171,-0.2049,0.000,41.8,34.9,19.19,0.163,3.25,-0.31,0
0.073,-5.60325,4.3,0.036,0.183,0.2597,-0.3000,-0.4935,-0.3001,0.000,41.8,34.9,19.18,0.298,5.59,-0.37,0
0.111,-5.59726,6.5,0.054,0.104,0.3014,-0.4000,-0.5727,-0.4147,0.000,41.8,34.9,19.16,0.467,8.48,-0.17,0
0.141,-5.59564,7.0,0.059,-0.001,0.3136,-0.5000,-0.5959,-0.5133,0.000,41.8,34.9,19.14,0.656,11.87,0.08,0
0.171,-5.59577,7.0,0.058,-0.009,0.3127,-0.5941,-0.5941,-0.5952,0.000,41.8,34.9,19.11,0.858,15.90,0.02,0
0.201,-5.59533,7.2,0.060,0.015,0.3160,-0.6004,-0.6004,-0.6030,0.000,41.8,34.9,19.11,0.848,16.12,-0.09,0
0.232,-5.59508,7.2,0.060,-0.004,0.3180,-0.6041,-0.6041,-0.5941,0.000,41.8,34.9,19.10,0.863,16.42,0.00,0
0.264,-5.59507,7.3,0.060,0.006,0.3181,-0.6043,-0.6043,-0.6077,0.000,41.8,34.9,19.10,0.855,16.23,0.01,0
0.296,-5.59515,7.2,0.060,-0.001,0.3174,-0.6030,-0.6030,-0.6088,0.000,41.8,34.9,19.11,0.846,16.19,0.05,0
0.327,-5.59562,7.1,0.059,-0.027,0.3138,-0.5962,-0.5962,-0.5903,0.000,41.8,34.9,19.11,0.842,15.85,0.11,0
0.357,-5.59699,6.6,0.055,-0.064,0.3035,-0.5766,-0.5766,-0.5745,0.000,41.8,34.9,19.12,0.780,15.00,0.29,0
0.387,-5.60014,5.4,0.045,-0.144,0.2807,-0.5333,-0.5333,-0.5338,0.000,41.8,34.9,19.13,0.666,13.15,0.48,0
0.418,-5.60574,3.4,0.028,-0.212,0.2444,-0.4643,-0.4643,-0.4590,0.000,41.8,34.9,19.15,0.512,9.96,0.69,0
0.450,-5.61461,0.2,0.002,-0.333,0.2020,-0.3839,-0.3839,-0.3838,0.000,41.8,34.9,19.15,0.338,6.50,0.83,0
0.482,-5.62664,-4.1,0.034,-0.408,0.2564,-0.4839,-0.4871,-0.4845,0.000,41.9,34.9,19.15,0.538,9.86,1.32,0
0.513,-5.64046,-9.1,0.076,-0.460,0.3586,-0.5839,-0.6814,-0.5861,0.000,41.9,34.9,19.12,0.749,14.13,1.66,0
0.544,-5.65401,-14.0,0.116,-0.422,0.4797,-0.6839,-0.9115,-0.6824,0.000,41.9,34.9,19.08,1.089,19.92,1.69,0
0.576,-5.66659,-18.5,0.154,-0.380,0.6128,-0.7839,-1.1644,-0.7864,0.000,41.9,34.9,19.06,1.300,24.17,1.77,0
0.607,-5.67727,-22.3,0.186,-0.334,0.7119,-0.8839,-1.3525,-0.8892,0.000,41.9,34.9,19.03,1.519,28.18,1.65,0
0.638,-5.68592,-25.5,0.212,-0.255,0.7778,-0.9839,-1.4778,-0.9870,0.000,41.9,34.9,19.00,1.709,31.55,1.42,0
0.668,-5.69237,-27.8,0.231,-0.181,0.8217,-1.0839,-1.5612,-1.0797,0.000,41.9,34.9,18.96,2.077,38.78,1.09,0
0.699,-5.69712,-29.5,0.246,-0.152,0.8511,-1.1839,-1.6170,-1.1832,0.000,41.9,34.9,18.90,2.482,46.45,0.94,0
0.730,-5.70077,-30.8,0.257,-0.107,0.8720,-1.2839,-1.6567,-1.2819,0.000,41.9,34.9,18.85,2.904,54.02,0.73,0
0.761,-5.70349,-31.8,0.265,-0.087,0.8866,-1.3839,-1.6846,-1.3839,0.000,41.9,34.9,18.77,3.372,62.39,0.64,0
0.792,-5.70577,-32.6,0.272,-0.083,0.8983,-1.4839,-1.7068,-1.4800,0.000,41.9,34.9,18.70,3.846,71.84,0.66,0
0.824,-5.70792,-33.4,0.278,-0.062,0.9087,-1.5839,-1.7266,-1.5827,0.000,41.9,34.9,18.61,4.404,81.20,0.58,0
0.855,-5.70908,-33.8,0.282,-0.016,0.9142,-1.6839,-1.7369,-1.6641,0.000,41.9,34.9,18.53,4.911,88.98,-0.18,0
0.886,-5.70820,-33.5,0.279,0.040,0.9101,-1.7291,-1.7291,-1.6826,0.000,41.9,34.9,18.54,4.863,90.40,-0.50,0
0.916,-5.70697,-33.0,0.275,0.030,0.9042,-1.7180,-1.7180,-1.6696,0.000,41.9,34.9,18.54,4.805,89.22,-0.38,0
0.946,-5.70616,-32.7,0.273,0.024,0.9002,-1.7104,-1.7104,-1.6662,0.000,41.9,34.9,18.53,4.804,88.70,-0.24,0
0.977,-5.70537,-32.5,0.270,0.038,0.8963,-1.7029,-1.7029,-1.6694,0.000,41.9,34.9,18.53,4.837,89.85,-0.28,0
1.007,-5.70423,-32.0,0.267,0.030,0.8905,-1.6919,-1.6919,-1.6672,0.000,42.0,34.9,18.52,4.796,88.74,-0.24,0
1.039,-5.70371,-31.9,0.266,0.003,0.8878,-1.6868,-1.6868,-1.6730,0.000,42.0,34.9,18.53,4.749,88.14,0.03,0
1.070,-5.70395,-31.9,0.266,-0.018,0.8890,-1.6892,-1.6892,-1.6668,0.000,42.0,35.0,18.52,4.756,87.83,0.09,0
1.100,-5.70439,-32.1,0.268,-0.023,0.8913,-1.6935,-1.6935,-1.6633,0.000,42.0,35.0,18.52,4.751,87.92,0.19,0
1.130,-5.70509,-32.4,0.270,-0.032,0.8948,-1.7002,-1.7002,-1.6642,0.000,42.0,35.0,18.52,4.759,87.65,0.14,0
1.168,-5.70569,-32.6,0.271,0.000,0.8979,-1.7059,-1.7059,-1.6697,0.000,42.0,35.0,18.51,4.790,88.74,-0.03,0
1.202,-5.70562,-32.5,0.271,-0.003,0.8975,-1.7053,-1.7053,-1.6647,0.000,42.0,35.0,18.51,4.789,88.62,0.29,0
1.243,-5.70678,-33.0,0.275,-0.036,0.9033,-1.7162,-1.7162,-1.6567,0.000,42.0,35.0,18.52,4.784,88.75,0.47,0
1.270,-5.70820,-33.5,0.279,-0.068,0.9101,-1.7292,-1.7292,-1.6520,0.000,42.0,35.0,18.51,4.764,88.27,0.77,0
1.297,-5.71039,-34.3,0.286,-0.084,0.9202,-1.7483,-1.7483,-1.6492,0.000,42.0,35.0,18.50,4.794,88.85,0.84,0
1.324,-5.71222,-34.9,0.291,-0.074,0.9282,-1.7636,-1.7636,-1.6526,0.000,42.0,35.0,18.48,4.872,89.91,0.80,0
1.351,-5.71396,-35.6,0.296,-0.053,0.9355,-1.7774,-1.7774,-1.6534,0.000,42.0,35.0,18.49,4.953,91.78,0.63,0
1.378,-5.71556,-36.1,0.301,-0.061,0.9419,-1.7896,-1.7896,-1.6593,0.000,42.0,35.0,18.47,5.020,92.58,0.68,0
1.405,-5.71723,-36.7,0.306,-0.051,0.9483,-1.8018,-1.8018,-1.6586,0.000,42.0,35.1,18.46,5.124,93.92,0.52,0
1.432,-5.71839,-37.1,0.310,-0.033,0.9526,-1.8099,-1.8099,-1.6592,0.000,42.0,35.1,18.45,5.163,95.78,0.31,0
1.459,-5.71863,-37.2,0.310,0.016,0.9534,-1.8115,-1.8115,-1.6626,0.000,42.0,35.1,18.44,5.245,97.04,-0.29,0
1.486,-5.71724,-36.7,0.306,0.078,0.9483,-1.8018,-1.8018,-1.6882,0.000,42.0,35.1,18.43,5.247,97.14,-0.94,0
1.513,-5.71423,-35.6,0.297,0.142,0.9366,-1.7795,-1.7795,-1.6884,0.000,42.0,35.1,18.43,5.213,95.84,-1.60,0
1.540,-5.70939,-33.9,0.283,0.215,0.9156,-1.7397,-1.7397,-1.7101,0.000,42.1,35.1,18.45,5.098,93.99,-2.37,0
1.567,-5.70276,-31.5,0.263,0.268,0.8828,-1.6772,-1.6772,-1.6712,0.000,42.1,35.1,18.49,4.778,89.19,-2.82,0
1.594,-5.69568,-29.0,0.241,0.242,0.8424,-1.6005,-1.6005,-1.5863,0.000,42.1,35.1,18.56,4.173,79.46,-2.34,0
1.621,-5.68969,-26.8,0.223,0.221,0.8040,-1.5276,-1.5276,-1.5134,0.000,42.1,35.2,18.61,3.752,71.49,-1.87,0
1.648,-5.68469,-25.0,0.208,0.178,0.7690,-1.4610,-1.4610,-1.4467,0.000,42.1,35.2,18.65,3.543,67.77,-1.64,0
1.675,-5.67946,-23.1,0.193,0.218,0.7294,-1.3858,-1.3858,-1.3713,0.000,42.1,35.2,18.69,3.404,64.47,-1.87,0
1.702,-5.67343,-21.0,0.175,0.233,0.6795,-1.2910,-1.2910,-1.2761,0.000,42.1,35.2,18.71,3.066,59.23,-1.75,0
1.729,-5.66705,-18.7,0.156,0.267,0.6176,-1.1910,-1.1734,-1.1736,0.000,42.1,35.2,18.76,2.721,52.33,-1.90,0
1.755,-5.65954,-16.0,0.133,0.313,0.5380,-1.0910,-1.0221,-1.0664,0.000,42.1,35.2,18.81,2.391,46.53,-1.95,0
1.782,-5.65046,-12.7,0.106,0.382,0.4444,-0.9910,-0.8444,-0.9821,0.000,42.1,35.2,18.86,2.059,40.00,-2.47,0
