time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.000,-5.61004,-0.0,0.000,0.014,0.2000,-0.1000,-0.3000,-0.1028,0.000,37.1,34.2,19.27,0.053,1.10,-0.01,0
0.036,-5.60944,0.2,0.002,0.012,0.2021,-0.2000,-0.3031,-0.2045,0.000,37.1,34.2,19.26,0.148,3.01,-0.07,0
0.069,-5.60785,0.8,0.007,0.024,0.2080,-0.3000,-0.3120,-0.3055,0.000,37.1,34.2,19.25,0.281,5.17,-0.10,0
0.105,-5.60469,1.9,0.016,0.081,0.2221,-0.3331,-0.3331,-0.3309,0.000,37.1,34.2,19.24,0.328,6.34,-0.18,0
0.136,-5.60204,2.9,0.024,0.079,0.2360,-0.3539,-0.3539,-0.3516,0.000,37.1,34.2,19.23,0.365,7.08,-0.14,0
0.168,-5.60049,3.4,0.029,0.017,0.2449,-0.3673,-0.3673,-0.3625,0.000,37.1,34.2,19.22,0.389,7.27,-0.01,0
0.198,-5.60057,3.4,0.028,-0.016,0.2444,-0.3666,-0.3666,-0.3663,0.000,37.1,34.2,19.23,0.376,7.21,0.05,0
0.229,-5.60126,3.2,0.026,-0.026,0.2404,-0.3605,-0.3605,-0.3573,0.000,37.1,34.2,19.23,0.373,7.05,0.05,0
0.261,-5.60172,3.0,0.025,-0.012,0.2377,-0.3566,-0.3566,-0.3614,0.000,37.1,34.2,19.23,0.363,6.96,0.02,0
0.293,-5.60193,2.9,0.024,-0.001,0.2366,-0.3549,-0.3549,-0.3521,0.000,37.1,34.2,19.23,0.360,6.96,0.04,0
0.324,-5.60243,2.7,0.023,-0.030,0.2338,-0.3507,-0.3507,-0.3548,0.000,37.1,34.2,19.24,0.350,6.75,0.09,0
0.355,-5.60389,2.2,0.018,-0.072,0.2261,-0.3391,-0.3391,-0.3404,0.000,37.1,34.2,19.23,0.329,6.46,0.17,0
0.386,-5.60686,1.1,0.010,-0.123,0.2121,-0.3182,-0.3182,-0.3230,0.000,37.1,34.2,19.25,0.293,5.50,0.28,0
0.416,-5.61158,-0.6,0.005,-0.192,0.2055,-0.3082,-0.3082,-0.3066,0.000,37.1,34.2,19.24,0.260,4.94,0.43,0
