time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,active_errors
0.010,-5.59755,0.0,0.000,0.002,1.0000,-0.1000,-1.5000,-0.0511,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.039,-5.59714,0.2,0.001,0.020,1.0000,-0.2000,-1.5000,-0.2028,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.069,-5.59624,0.5,0.004,0.004,1.0000,-0.3000,-1.5000,-0.3008,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.099,-5.59520,0.9,0.007,0.014,1.0000,-0.4000,-1.5000,-0.4232,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.125,-5.59459,1.1,0.009,0.013,1.0000,-0.5000,-1.5000,-0.5189,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.151,-5.59398,1.3,0.011,0.007,1.0000,-0.6000,-1.5000,-0.6263,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.177,-5.59345,1.5,0.013,0.009,1.0000,-0.7000,-1.5000,-0.7251,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.203,-5.59337,1.5,0.013,-0.012,1.0000,-0.8000,-1.5000,-0.8246,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.229,-5.59339,1.5,0.013,-0.006,1.0000,-0.9000,-1.5000,-0.9276,0.000,36.9,33.3,19.13,0.000,-0.00,-0.00,0
0.256,-5.59334,1.5,0.013,-0.000,1.0000,-1.0000,-1.5000,-1.0246,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.288,-5.59318,1.6,0.013,-0.006,1.0000,-1.1000,-1.5000,-1.1293,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.314,-5.59293,1.7,0.014,0.001,1.0000,-1.2000,-1.5000,-1.2283,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.341,-5.59252,1.8,0.015,0.023,1.0000,-1.3000,-1.5000,-1.3280,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.367,-5.59210,2.0,0.017,-0.003,1.0000,-1.4000,-1.5000,-1.4311,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.393,-5.59250,1.8,0.015,-0.027,1.0000,-1.5000,-1.5000,-1.5259,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.419,-5.59307,1.6,0.014,-0.031,1.0000,-1.5000,-1.5000,-1.5108,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.446,-5.59428,1.2,0.010,-0.051,1.0000,-1.5000,-1.5000,-1.5022,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.472,-5.59586,0.6,0.005,-0.063,1.0000,-1.5000,-1.5000,-1.5013,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.499,-5.59730,0.1,0.001,-0.050,1.0000,-1.5000,-1.5000,-1.4974,0.000,36.9,33.3,18.85,2.020,38.16,-0.06,0
0.526,-5.59875,-0.4,0.003,-0.112,1.0000,-1.5000,-1.5000,-1.4957,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.558,-5.59992,-0.8,0.007,-0.015,1.0000,-1.5000,-1.5000,-1.5000,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.585,-5.60174,-1.5,0.012,-0.092,1.0000,-1.5000,-1.5000,-1.4997,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.612,-5.60376,-2.2,0.018,-0.077,1.0000,-1.5000,-1.5000,-1.5011,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.640,-5.60634,-3.1,0.026,-0.109,1.0000,-1.5000,-1.5000,-1.4953,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.667,-5.60935,-4.2,0.035,-0.119,1.0000,-1.5000,-1.5000,-1.5004,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.693,-5.61295,-5.5,0.046,-0.154,1.0000,-1.5000,-1.5000,-1.4953,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.720,-5.61772,-7.2,0.060,-0.202,1.0000,-1.5000,-1.5000,-1.4951,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.747,-5.62322,-9.2,0.077,-0.200,1.0000,-1.5000,-1.5000,-1.4994,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.774,-5.62867,-11.2,0.093,-0.204,1.0000,-1.5000,-1.5000,-1.4919,0.000,36.9,33.4,18.54,4.158,76.64,0.27,0
0.801,-5.63411,-13.1,0.109,-0.202,1.0000,-1.5000,-1.5000,-1.4931,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
0.833,-5.63987,-15.2,0.127,-0.149,1.0000,-1.5000,-1.5000,-1.4914,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
0.860,-5.64359,-16.5,0.138,-0.125,1.0000,-1.5000,-1.5000,-1.5030,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
0.886,-5.64640,-17.6,0.146,-0.089,1.0000,-1.5000,-1.5000,-1.4988,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
0.914,-5.64813,-18.2,0.152,-0.033,1.0000,-1.5000,-1.5000,-1.4944,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
0.940,-5.64862,-18.4,0.153,-0.010,1.0000,-1.5000,-1.5000,-1.4922,0.000,36.9,33.4,18.57,3.887,72.23,1.77,0
