time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
0.875,0.43274,155.8,0.409,0.357,0.8000,-0.8000,-0.8000,-0.8023,0.000,40.000,32.5,30.9,17.99,1.182,21.18,-1.76,22.67,0
0.905,0.44269,159.4,0.439,0.311,0.8000,-0.8000,-0.8000,-0.7980,0.000,40.000,32.5,30.9,17.97,1.249,22.40,-1.47,23.79,0
0.935,0.45051,162.2,0.462,0.230,0.8000,-0.8000,-0.8000,-0.8093,0.000,40.000,32.5,30.9,17.98,1.202,21.49,-1.18,22.95,0
0.962,0.45659,164.4,0.480,0.171,0.8000,-0.8000,-0.8000,-0.7962,0.000,40.000,32.5,30.9,17.98,1.110,19.87,-0.78,20.54,0
0.995,0.46024,165.7,0.491,0.063,0.8000,-0.8000,-0.8000,-0.8029,0.000,40.000,32.5,30.9,17.99,1.092,19.70,-0.31,20.08,0
1.027,0.46043,165.8,0.492,-0.062,0.8000,-0.8000,-0.8000,-0.8006,0.000,40.000,32.5,31.0,17.98,1.097,19.80,0.32,19.21,0
1.058,0.45702,164.5,0.482,-0.152,0.8000,-0.8000,-0.8000,-0.7953,0.000,40.000,32.5,31.0,17.99,1.101,19.86,0.73,18.93,0
1.088,0.45142,162.5,0.465,-0.214,0.8000,-0.8000,-0.8000,-0.7996,0.000,40.000,32.5,31.0,17.98,1.218,21.86,1.14,20.65,0
1.117,0.44395,159.8,0.443,-0.278,0.8000,-0.8000,-0.8000,-0.7981,0.000,40.000,32.5,31.0,17.98,1.260,22.62,1.33,21.19,0
1.146,0.43659,157.2,0.420,-0.261,0.8000,-0.8000,-0.8000,-0.8020,0.000,40.000,32.5,31.0,17.98,1.215,22.06,1.39,20.50,0
1.175,0.42886,154.4,0.397,-0.248,0.8000,-0.8000,-0.8000,-0.7969,0.000,40.000,32.5,31.0,17.97,1.183,21.34,1.27,20.00,0
1.205,0.42122,151.6,0.374,-0.253,0.8000,-0.8000,-0.8000,-0.7966,0.000,40.000,32.5,31.0,17.98,1.152,20.65,1.33,19.10,0
1.235,0.41326,148.8,0.350,-0.259,0.8000,-0.8000,-0.8000,-0.8056,0.000,40.000,32.5,31.0,18.00,1.050,18.80,1.31,17.53,0
1.263,0.40583,146.1,0.328,-0.278,0.8000,-0.8000,-0.8000,-0.7921,0.000,40.000,32.5,31.0,18.00,1.025,18.36,1.38,17.01,0
1.288,0.39735,143.0,0.303,-0.283,0.8000,-0.8000,-0.8000,-0.8061,0.000,40.000,32.5,31.0,17.99,1.085,19.39,1.48,18.01,0
1.319,0.38984,140.3,0.280,-0.267,0.8000,-0.8000,-0.8000,-0.8004,0.000,40.000,32.5,31.0,17.99,1.088,19.61,1.31,18.42,0
1.348,0.38287,137.8,0.259,-0.256,0.8000,-0.8000,-0.8000,-0.7876,0.000,40.000,32.5,31.1,17.99,1.128,20.44,1.18,19.43,0
1.377,0.37623,135.4,0.239,-0.221,0.8000,-0.8000,-0.8000,-0.7936,0.000,40.000,32.5,31.1,17.97,1.218,22.03,1.18,20.66,0
1.406,0.36968,133.1,0.220,-0.227,0.8000,-0.8000,-0.8000,-0.7964,0.000,40.000,32.5,31.1,17.98,1.242,22.14,1.13,20.91,0
1.435,0.36276,130.6,0.199,-0.248,0.8000,-0.8000,-0.8000,-0.8052,0.000,40.000,32.5,31.1,17.97,1.178,21.15,1.25,20.07,0
1.461,0.35614,128.2,0.179,-0.256,0.8000,-0.8000,-0.8000,-0.7964,0.000,40.000,32.5,31.1,17.98,1.173,21.07,1.33,19.80,0
1.487,0.34933,125.8,0.159,-0.278,0.8000,-0.8000,-0.8000,-0.7969,0.000,40.000,32.5,31.1,17.98,1.122,20.20,1.40,18.68,0
1.512,0.34211,123.2,0.137,-0.292,0.8000,-0.8000,-0.8000,-0.8035,0.000,40.000,32.5,31.1,17.99,1.046,18.78,1.45,17.30,0
1.542,0.33351,120.1,0.111,-0.274,0.8000,-0.8000,-0.8000,-0.7949,0.000,40.000,32.5,31.1,18.00,1.018,18.53,1.42,17.00,0
1.571,0.32537,117.1,0.087,-0.273,0.8000,-0.8000,-0.8000,-0.7964,0.000,40.000,32.5,31.1,17.99,1.072,19.41,1.34,18.00,0
1.600,0.31844,114.6,0.066,-0.212,0.8000,-0.8000,-0.8000,-0.7859,0.000,40.000,32.5,31.1,17.98,1.104,19.79,1.06,18.79,0
1.629,0.31297,112.7,0.050,-0.170,0.8000,-0.8000,-0.8000,-0.7904,0.000,40.000,32.5,31.1,17.98,1.121,20.30,0.93,19.42,0
1.658,0.30769,110.8,0.034,-0.182,0.8000,-0.8000,-0.8000,-0.8022,0.000,40.000,32.5,31.2,17.97,1.216,22.05,0.92,21.16,0
1.687,0.30222,108.8,0.017,-0.199,0.8000,-0.8000,-0.8000,-0.7903,0.000,40.000,32.5,31.2,17.97,1.261,22.51,1.02,21.66,0
1.712,0.29701,106.9,0.002,-0.214,0.8000,-0.8000,-0.8000,-0.7996,0.000,40.000,32.5,31.2,17.97,1.245,22.66,1.12,21.38,0
1.741,0.28990,104.4,0.000,-0.238,0.0000,-0.7000,-0.0000,-0.6955,0.000,40.000,32.5,31.2,17.98,0.906,16.45,1.00,15.82,0
1.767,0.28254,101.7,0.000,-0.310,0.0000,-0.6000,-0.0000,-0.5931,0.000,40.000,32.5,31.2,18.01,0.690,12.91,1.19,11.88,0
1.797,0.27873,100.3,0.000,-0.004,0.0000,-0.5000,-0.0000,-0.4929,0.000,40.000,32.5,31.2,18.04,0.500,9.41,-0.07,9.76,0
1.826,0.27881,100.4,0.000,-0.000,0.0000,-0.4000,-0.0000,-0.3917,0.000,40.000,32.5,31.2,18.05,0.347,6.67,-0.00,6.87,0
1.853,0.27882,100.4,0.000,-0.002,0.0000,-0.3000,-0.0000,-0.3019,0.000,40.000,32.5,31.2,18.05,0.225,4.44,-0.01,4.66,0
1.883,0.27888,100.4,0.000,-0.001,0.0000,-0.2000,-0.0000,-0.1939,0.000,40.000,32.5,31.2,18.07,0.116,2.49,-0.02,2.58,0
1.911,0.27899,100.4,0.000,0.006,0.0000,-0.1000,-0.0000,-0.0929,0.000,40.000,32.5,31.2,18.08,0.050,0.97,0.00,0.94,0
1.936,0.27918,100.5,0.000,0.001,0.0000,-0.0000,-0.0000,-0.0275,0.000,40.000,32.6,31.3,18.08,0.013,0.19,-0.00,0.14,0
1.962,0.27930,100.5,0.000,0.005,0.0000,-0.0000,-0.0000,-0.0014,0.000,40.000,32.6,31.3,18.09,0.000,0.00,0.00,-0.00,0
1.992,0.27934,100.6,0.000,-0.006,0.0000,-0.0000,-0.0000,0.0045,0.000,40.000,32.6,31.3,18.08,-0.000,-0.00,0.00,-0.00,0
2.019,0.27935,100.6,0.000,0.004,0.0000,-0.0000,-0.0000,-0.0042,0.000,40.000,32.6,31.3,18.09,-0.000,-0.00,-0.00,0.00,0
2.048,0.27935,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0031,0.000,40.000,32.6,31.3,18.09,0.000,-0.00,-0.00,-0.00,0
2.077,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0020,0.000,40.000,32.6,31.3,18.09,-0.000,0.00,-0.00,0.00,0
2.107,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0051,0.000,40.000,32.6,31.3,18.09,0.000,-0.00,-0.00,-0.00,0
2.136,0.27935,100.6,0.000,-0.013,0.0000,-0.0000,-0.0000,0.0020,0.000,40.000,32.6,31.3,18.08,-0.000,0.00,-0.00,0.00,0
2.162,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0050,0.000,40.000,32.6,31.3,18.09,-0.000,0.00,0.00,0.00,0
2.195,0.27935,100.6,0.000,0.001,0.0000,-0.0000,-0.0000,-0.0043,0.000,40.000,32.6,31.3,18.09,0.000,0.00,0.00,-0.00,0
2.220,0.27934,100.6,0.000,-0.003,0.0000,-0.0000,-0.0000,0.0051,0.000,40.000,32.6,31.3,18.09,-0.000,-0.00,0.00,0.00,0
2.245,0.27935,100.6,0.000,0.007,0.0000,-0.0000,-0.0000,0.0010,0.000,40.000,32.6,31.4,18.09,-0.000,0.00,-0.00,0.00,0
2.275,0.27937,100.6,0.000,0.003,0.0000,-0.0000,-0.0000,0.0041,0.000,40.000,32.6,31.4,18.09,-0.000,-0.00,0.00,0.00,0
2.305,0.27936,100.6,0.000,-0.005,0.0000,-0.0000,-0.0000,0.0014,0.000,40.000,32.6,31.4,18.09,0.000,0.00,0.00,0.00,0
2.334,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,0.0015,0.000,40.000,32.6,31.4,18.09,0.000,-0.00,0.00,-0.00,0
2.364,0.27935,100.6,0.000,0.001,0.0000,-0.0000,-0.0000,-0.0069,0.000,40.000,32.6,31.4,18.10,-0.000,-0.00,0.00,-0.00,0
2.392,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0038,0.000,40.000,32.6,31.4,18.09,-0.000,-0.00,0.00,0.00,0
2.423,0.27934,100.6,0.000,-0.002,0.0000,-0.0000,-0.0000,-0.0022,0.000,40.000,32.6,31.4,18.09,0.000,-0.00,0.00,-0.00,0
2.452,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,-0.0007,0.000,40.000,32.6,31.4,18.09,0.000,-0.00,-0.00,-0.00,0
2.479,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0017,0.000,40.000,32.6,31.4,18.10,0.000,0.00,-0.00,-0.00,0
2.508,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0032,0.000,40.000,32.6,31.4,18.09,-0.000,-0.00,-0.00,-0.00,0
2.538,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0008,0.000,40.000,32.6,31.4,18.09,-0.000,-0.00,0.00,0.00,0
2.568,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0049,0.000,40.000,32.6,31.4,18.09,0.000,-0.00,-0.00,0.00,0
2.595,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0006,0.000,40.000,32.6,31.4,18.09,-0.000,0.00,0.00,-0.00,0
2.624,0.27935,100.6,0.000,0.001,0.0000,-0.0000,-0.0000,-0.0011,0.000,40.000,32.6,31.4,18.09,-0.000,0.00,0.00,0.00,0
2.653,0.27937,100.6,0.000,0.002,0.0000,-0.0000,-0.0000,0.0065,0.000,40.000,32.6,31.4,18.09,-0.000,-0.00,-0.00,-0.00,0
2.680,0.27936,100.6,0.000,-0.003,0.0000,-0.0000,-0.0000,-0.0002,0.000,40.000,32.6,31.4,18.10,-0.000,-0.00,-0.00,0.00,0
2.709,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0053,0.000,40.000,32.6,31.5,18.10,0.000,0.00,0.00,0.00,0
2.740,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0036,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,0.00,0
2.771,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0024,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,0.00,0
2.802,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0055,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,0.00,-0.00,0
2.834,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0001,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,-0.00,0.00,0
2.862,0.27937,100.6,0.000,0.001,0.0000,-0.0000,-0.0000,0.0035,0.000,40.000,32.6,31.5,18.10,0.000,-0.00,0.00,-0.00,0
2.892,0.27935,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0049,0.000,40.000,32.6,31.5,18.09,-0.000,0.00,-0.00,-0.00,0
2.922,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,0.0036,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,-0.00,-0.00,0
2.953,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0037,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,0.00,0.00,0
2.979,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,-0.0001,0.000,40.000,32.6,31.5,18.09,0.000,0.00,0.00,0.00,0
3.009,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0029,0.000,40.000,32.6,31.5,18.10,0.000,0.00,0.00,0.00,0
3.036,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0003,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,0.00,0.00,0
3.062,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0031,0.000,40.000,32.6,31.5,18.09,0.000,0.00,-0.00,-0.00,0
3.092,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0064,0.000,40.000,32.6,31.5,18.10,0.000,0.00,0.00,-0.00,0
3.122,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0054,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,-0.00,0.00,0
3.151,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,0.0006,0.000,40.000,32.6,31.5,18.10,0.000,-0.00,-0.00,-0.00,0
3.180,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0028,0.000,40.000,32.6,31.5,18.10,0.000,-0.00,-0.00,-0.00,0
3.209,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0042,0.000,40.000,32.6,31.5,18.10,0.000,-0.00,0.00,-0.00,0
3.239,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0021,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,-0.00,0
3.268,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0073,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,0.00,-0.00,0
3.295,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0035,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,-0.00,-0.00,0
3.326,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0027,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,0.00,0.00,0
3.356,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0001,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,0.00,-0.00,0
3.386,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0035,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,0.00,-0.00,0
3.416,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,0.0022,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,0.00,0
3.445,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0023,0.000,40.000,32.6,31.5,18.09,0.000,0.00,-0.00,-0.00,0
3.475,0.27936,100.6,0.000,-0.002,0.0000,-0.0000,-0.0000,0.0018,0.000,40.000,32.6,31.5,18.09,0.000,0.00,0.00,-0.01,0
3.505,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0007,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,0.00,-0.00,0
3.535,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0012,0.000,40.000,32.6,31.5,18.10,0.000,-0.00,-0.00,-0.00,0
3.562,0.27936,100.6,0.000,0.000,0.0000,-0.0000,-0.0000,-0.0041,0.000,40.000,32.6,31.5,18.10,0.000,0.00,-0.00,0.00,0
3.590,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0028,0.000,40.000,32.6,31.5,18.09,0.000,0.00,-0.00,0.00,0
3.616,0.27936,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0076,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,-0.00,0.00,0
3.645,0.27936,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,0.0058,0.000,40.000,32.6,31.5,18.09,0.000,0.00,0.00,0.00,0
3.675,0.27939,100.6,0.000,0.006,0.0000,-0.0000,-0.0000,-0.0007,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,0.00,-0.00,0
3.704,0.27945,100.6,0.000,-0.007,0.0000,-0.0000,-0.0000,0.0044,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,0.00,0
3.734,0.27948,100.6,0.000,0.003,0.0000,-0.0000,-0.0000,0.0020,0.000,40.000,32.6,31.5,18.10,-0.000,0.00,-0.00,-0.00,0
3.762,0.27946,100.6,0.000,0.003,0.0000,-0.0000,-0.0000,0.0025,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,0.00,-0.00,0
3.794,0.27945,100.6,0.000,-0.000,0.0000,-0.0000,-0.0000,0.0011,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,0.00,0.00,0
3.825,0.27945,100.6,0.000,-0.002,0.0000,-0.0000,-0.0000,0.0019,0.000,40.000,32.6,31.5,18.10,0.000,0.00,0.00,0.00,0
3.855,0.27943,100.6,0.000,-0.001,0.0000,-0.0000,-0.0000,-0.0024,0.000,40.000,32.6,31.5,18.09,-0.000,-0.00,-0.00,0.00,0
3.885,0.27945,100.6,0.000,-0.004,0.0000,-0.0000,-0.0000,0.0033,0.000,40.000,32.6,31.5,18.10,-0.000,-0.00,0.00,-0.00,0
3.912,0.27943,100.6,0.000,-0.004,0.0000,-0.0000,-0.0000,-0.0010,0.000,40.000,32.6,31.5,18.09,0.000,-0.00,0.00,0.00,0
