time_s,pos_turns,pos_deg,normalized,velocity_turns_s,curve_multiplier,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
0.000,0.28234,101.6,0.000,0.004,0.8000,-0.1000,-0.8000,-0.0668,0.000,40.000,32.0,33.0,18.11,0.013,0.43,0.00,0.58,0
0.026,0.28231,101.6,0.000,-0.002,0.0000,-0.0000,-0.0000,-0.0273,0.000,40.000,32.0,33.0,18.11,0.013,0.18,0.00,0.13,0
0.059,0.28234,101.6,0.000,0.005,0.8000,-0.1000,-0.8000,-0.0562,0.000,40.000,32.0,33.0,18.11,0.009,0.37,0.00,0.57,0
0.084,0.28232,101.6,0.000,0.004,0.0000,-0.0000,-0.0000,-0.0283,0.000,40.000,32.0,33.0,18.11,0.011,0.17,0.00,0.15,0
0.114,0.28235,101.6,0.000,-0.008,0.8000,-0.1000,-0.8000,-0.0528,0.000,40.000,32.0,33.0,18.11,0.009,0.25,-0.00,0.45,0
0.144,0.28234,101.6,0.000,-0.003,0.8000,-0.2000,-0.8000,-0.2069,0.000,40.000,32.0,33.0,18.10,0.171,3.11,0.02,2.96,0
0.173,0.28231,101.6,0.000,0.002,0.0000,-0.1000,-0.0000,-0.0919,0.000,40.000,32.0,33.0,18.11,0.050,0.97,-0.00,1.02,0
0.200,0.28231,101.6,0.000,-0.001,0.0000,-0.0000,-0.0000,-0.0219,0.000,40.000,32.0,33.0,18.10,0.011,0.18,0.00,0.15,0
0.230,0.28233,101.6,0.000,-0.002,0.0000,-0.0000,-0.0000,-0.0018,0.000,40.000,32.0,33.0,18.11,-0.000,-0.00,0.00,0.00,0
0.259,0.28233,101.6,0.000,0.006,0.0000,-0.0000,-0.0000,0.0008,0.000,40.000,32.0,33.0,18.11,-0.000,-0.00,-0.00,-0.00,0
0.284,0.28232,101.6,0.000,-0.005,0.0000,-0.0000,-0.0000,-0.0005,0.000,40.000,32.0,33.0,18.10,0.000,-0.00,-0.00,0.00,0
0.313,0.28234,101.6,0.000,-0.003,0.8000,-0.1000,-0.8000,-0.0407,0.000,40.000,32.0,33.0,18.11,0.007,0.25,-0.00,0.29,0
0.342,0.28232,101.6,0.000,-0.001,0.0000,-0.0000,-0.0000,-0.0221,0.000,40.000,32.0,33.0,18.11,0.014,0.16,0.00,0.14,0
0.367,0.28231,101.6,0.000,-0.006,0.0000,-0.0000,-0.0000,0.0023,0.000,40.000,32.0,33.0,18.11,0.000,-0.00,-0.00,-0.00,0
0.396,0.28231,101.6,0.000,-0.005,0.0000,-0.0000,-0.0000,-0.0004,0.000,40.000,32.0,33.0,18.11,0.000,-0.00,0.00,-0.00,0
0.425,0.28233,101.6,0.000,-0.001,0.0000,-0.0000,-0.0000,0.0017,0.000,40.000,32.0,33.0,18.11,0.000,-0.00,-0.00,-0.00,0
0.454,0.28232,101.6,0.000,0.004,0.0000,-0.0000,-0.0000,-0.0051,0.000,40.000,32.0,33.0,18.11,0.000,-0.00,0.00,-0.00,0
0.484,0.28234,101.6,0.000,0.003,0.8000,-0.1000,-0.8000,-0.0459,0.000,40.000,32.0,33.0,18.11,0.010,0.22,-0.00,0.33,0
0.508,0.28233,101.6,0.000,0.004,0.0000,-0.0000,-0.0000,-0.0202,0.000,40.000,32.0,33.0,18.10,0.012,0.17,-0.00,0.14,0
0.534,0.28233,101.6,0.000,0.005,0.0000,-0.0000,-0.0000,0.0029,0.000,40.000,32.0,33.0,18.11,-0.000,-0.00,0.00,-0.00,0
0.560,0.28232,101.6,0.000,0.005,0.0000,-0.0000,-0.0000,-0.0023,0.000,40.000,32.0,33.0,18.11,0.000,-0.00,-0.00,0.00,0
0.589,0.28232,101.6,0.000,0.004,0.0000,-0.0000,-0.0000,0.0050,0.000,40.000,32.0,33.0,18.11,-0.000,0.00,0.00,-0.00,0
0.617,0.28227,101.6,0.000,-0.007,0.0000,-0.0000,-0.0000,0.0103,0.000,40.000,32.0,33.0,18.10,-0.000,-0.00,0.00,-0.00,0
0.647,0.28224,101.6,0.000,0.001,0.0000,-0.0000,-0.0000,-0.0028,0.000,40.000,32.0,33.0,18.11,0.000,0.00,-0.00,0.00,0
0.676,0.28229,101.6,0.000,-0.000,0.0000,-0.0000,-0.0000,-0.0002,0.000,40.000,32.0,33.0,18.11,-0.000,-0.00,0.00,-0.00,0
0.706,0.28235,101.6,0.000,0.002,0.8000,-0.1000,-0.8000,-0.0427,0.000,40.000,32.0,33.0,18.11,0.009,0.24,-0.00,0.33,0
0.734,0.28240,101.7,0.000,-0.006,0.8000,-0.2000,-0.8000,-0.2147,0.000,40.000,32.0,33.0,18.10,0.165,3.00,0.00,2.91,0
0.758,0.28234,101.6,0.000,-0.003,0.8000,-0.3000,-0.8000,-0.3195,0.000,40.000,32.0,33.0,18.10,0.289,5.36,0.00,5.03,0
0.787,0.28241,101.7,0.000,0.003,0.8000,-0.4000,-0.8000,-0.4107,0.000,40.000,32.0,33.0,18.08,0.443,7.68,0.00,7.50,0
