time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
109.543,0.0459,16.5,0.763,0.188,-2.5,-2.5,-1.71,0,40,52.4,48.1,17.71,4.237,75.18,-2.01,77.1,0,109.543,52.4,75.18,,2.2554,2646.9465,52.4
109.572,0.04886,17.6,0.772,0.017,-2.5,-2.5,-1.6617,0,40,52.4,48.1,17.73,4.04,71.68,-0.09,71.75,0,109.572,52.4,71.68,,2.1504,2649.0969,52.4
109.601,0.047,16.9,0.767,-0.143,-2.5,-2.5,-1.6364,0,40,52.5,48.1,17.74,3.993,71.05,1.65,69.27,0,109.601,52.5,71.05,,2.1315,2651.2284,52.5
109.631,0.04143,14.9,0.75,-0.221,-2.5,-2.5,-1.6197,0,40,52.5,48.1,17.72,4.315,76.4,2.39,74.03,0,109.631,52.5,76.4,,2.292,2653.5204,52.5
109.659,0.03401,12.2,0.728,-0.288,-2.5,-2.5,-1.6103,0,40,52.5,48.1,17.71,4.542,80.13,3.07,77.28,0,109.659,52.5,80.13,,2.4039,2655.9243,52.5
109.685,0.02629,9.5,0.705,-0.283,-2.5,-2.5,-1.6259,0,40,52.5,48.1,17.68,4.469,79.36,2.7,76.48,0,109.685,52.5,79.36,,2.3808,2658.3051,52.5
109.718,0.01791,6.4,0.679,-0.24,-2.5,-2.5,-1.6303,0,40,52.6,48.2,17.69,4.417,78.2,2.41,75.54,0,109.718,52.6,78.2,,2.346,2660.6511,52.6
109.744,0.0117,4.2,0.661,-0.257,-2.5,-2.5,-1.6259,0,40,52.6,48.2,17.72,4.18,74.01,2.66,71.12,0,109.744,52.6,74.01,,2.2203,2662.8714,52.6
109.769,0.00503,1.8,0.641,-0.261,-2.5,-2.5,-1.6305,0,40,52.6,48.2,17.74,3.843,68.18,2.5,65.39,0,109.769,52.6,68.18,,2.0454,2664.9168,52.6
109.8,-0.00114,-0.4,0.622,-0.165,-2.5,-2.5,-1.6426,0,40,52.7,48.2,17.76,3.637,64.48,1.58,63.14,0,109.8,52.7,64.48,,1.9344,2666.8512,52.7
109.83,-0.00547,-2,0.609,-0.136,-2.5,-2.5,-1.6399,0,40,52.7,48.2,17.78,3.632,64.53,1.38,63.22,0,109.83,52.7,64.53,,1.9359,2668.7871,52.7
109.856,-0.00909,-3.3,0.598,-0.137,-2.5,-2.5,-1.6383,0,40,52.7,48.2,17.79,3.646,64.97,1.47,63.58,0,109.856,52.7,64.97,,1.9491,2670.7362,52.7
109.885,-0.01338,-4.8,0.586,-0.17,-2.5,-2.5,-1.6367,0,40,52.7,48.2,17.79,3.7,66.07,1.62,64.75,0,109.885,52.7,66.07,,1.9821,2672.7183,52.7
109.916,-0.01796,-6.5,0.572,-0.108,-2.5,-2.5,-1.6436,0,40,52.8,48.3,17.77,3.834,68.08,1,67.19,0,109.916,52.8,68.08,,2.0424,2674.7607,52.8
109.94,-0.01904,-6.9,0.569,-0.002,-2.5,-2.5,-1.667,0,40,52.8,48.3,17.77,3.907,69.4,-0.06,69.28,0,109.94,52.8,69.4,,2.082,2676.8427,52.8
109.968,-0.01758,-6.3,0.573,0.094,-2.5,-2.5,-1.6845,0,40,52.8,48.3,17.77,3.906,69.12,-1.03,70.07,0,109.968,52.8,69.12,,2.0736,2678.9163,52.8
110,-0.01408,-5.1,0.583,0.13,-2.5,-2.5,-1.6864,0,40,52.8,48.3,17.77,3.85,67.98,-1.34,69.33,0,110,52.8,67.98,,2.0394,2680.9557,52.8
110.03,-0.01006,-3.6,0.595,0.137,-2.5,-2.5,-1.6955,0,40,52.9,48.3,17.78,3.762,66.89,-1.46,68.36,0,110.03,52.9,66.89,,2.0067,2682.9624,52.9
110.059,-0.00632,-2.3,0.607,0.112,-2.5,-2.5,-1.6912,0,40,52.9,48.3,17.78,3.73,66.36,-1.29,67.68,0,110.059,52.9,66.36,,1.9908,2684.9532,52.9
110.086,-0.00387,-1.4,0.614,0.061,-2.5,-2.5,-1.6773,0,40,52.9,48.3,17.77,3.701,65.69,-0.51,66.26,0,110.086,52.9,65.69,,1.9707,2686.9239,52.9
110.118,-0.00313,-1.1,0.616,0.006,-2.5,-2.5,-1.6721,0,40,53,48.4,17.78,3.683,65.56,-0.02,65.52,0,110.118,53,65.56,,1.9668,2688.8907,53
110.148,-0.00304,-1.1,0.617,0.003,-2.5,-2.5,-1.6643,0,40,53,48.4,17.78,3.709,65.72,-0.06,65.67,0,110.148,53,65.72,,1.9716,2690.8623,53
110.176,-0.00285,-1,0.617,0.002,-2.5,-2.5,-1.6702,0,40,53,48.4,17.78,3.696,66.02,-0.11,65.66,0,110.176,53,66.02,,1.9806,2692.8429,53
110.201,-0.00268,-1,0.618,0.013,-2.5,-2.5,-1.6676,0,40,53,48.4,17.79,3.696,65.88,-0.14,65.58,0,110.201,53,65.88,,1.9764,2694.8193,53
110.232,-0.00191,-0.7,0.62,0.031,-2.5,-2.5,-1.6683,0,40,53.1,48.4,17.78,3.69,65.79,-0.3,66.22,0,110.232,53.1,65.79,,1.9737,2696.793,53.1
110.259,-0.00158,-0.6,0.621,0.003,-2.5,-2.5,-1.6679,0,40,53.1,48.4,17.78,3.692,65.73,-0.02,65.94,0,110.259,53.1,65.73,,1.9719,2698.7649,53.1
110.285,-0.00159,-0.6,0.621,0.002,-2.5,-2.5,-1.6659,0,40,53.1,48.4,17.78,3.692,65.7,0,65.65,0,110.285,53.1,65.7,,1.971,2700.7359,53.1
110.317,-0.00158,-0.6,0.621,-0.006,-2.5,-2.5,-1.6698,0,40,53.1,48.5,17.78,3.692,65.82,0.01,65.74,0,110.317,53.1,65.82,,1.9746,2702.7105,53.1
110.347,-0.00174,-0.6,0.62,-0.011,-2.5,-2.5,-1.6639,0,40,53.2,48.5,17.78,3.701,65.62,0.09,65.64,0,110.347,53.2,65.62,,1.9686,2704.6791,53.2
110.377,-0.00208,-0.7,0.619,-0.017,-2.5,-2.5,-1.661,0,40,53.2,48.5,17.78,3.685,65.84,0.15,65.32,0,110.377,53.2,65.84,,1.9752,2706.6543,53.2
110.407,-0.00238,-0.9,0.619,-0.011,-2.5,-2.5,-1.6638,0,40,53.2,48.5,17.79,3.696,65.5,0.19,65.14,0,110.407,53.2,65.5,,1.965,2708.6193,53.2
110.435,-0.00267,-1,0.618,-0.01,-2.5,-2.5,-1.668,0,40,53.3,48.5,17.79,3.694,65.73,0.04,65.59,0,110.435,53.3,65.73,,1.9719,2710.5912,53.3
110.465,-0.00259,-0.9,0.618,0.006,-2.5,-2.5,-1.6657,0,40,53.3,48.5,17.79,3.694,65.87,0.04,65.56,0,110.465,53.3,65.87,,1.9761,2712.5673,53.3
110.495,-0.00267,-1,0.618,-0.014,-2.5,-2.5,-1.6668,0,40,53.3,48.5,17.78,3.699,65.6,0.08,65.57,0,110.495,53.3,65.6,,1.968,2714.5353,53.3
110.525,-0.00283,-1,0.617,-0.013,-2.5,-2.5,-1.6647,0,40,53.3,48.6,17.78,3.687,65.63,0.05,65.69,0,110.525,53.3,65.63,,1.9689,2716.5042,53.3
110.552,-0.00312,-1.1,0.616,-0.009,-2.5,-2.5,-1.6633,0,40,53.4,48.6,17.78,3.673,65.67,0.09,65.43,0,110.552,53.4,65.67,,1.9701,2718.4743,53.4
110.583,-0.00379,-1.4,0.614,-0.02,-2.5,-2.5,-1.6646,0,40,53.4,48.6,17.79,3.674,65.41,0.25,65.18,0,110.583,53.4,65.41,,1.9623,2720.4366,53.4
110.613,-0.00409,-1.5,0.613,0.002,-2.5,-2.5,-1.669,0,40,53.4,48.6,17.78,3.697,65.56,-0.01,65.65,0,110.613,53.4,65.56,,1.9668,2722.4034,53.4
110.639,-0.00407,-1.5,0.613,-0.001,-2.5,-2.5,-1.6692,0,40,53.5,48.6,17.78,3.676,65.54,-0.03,65.75,0,110.639,53.5,65.54,,1.9662,2724.3696,53.5
110.667,-0.00409,-1.5,0.613,-0.002,-2.5,-2.5,-1.6707,0,40,53.5,48.6,17.77,3.689,65.59,0.01,65.56,0,110.667,53.5,65.59,,1.9677,2726.3373,53.5
110.701,-0.00408,-1.5,0.613,-0.005,-2.5,-2.5,-1.6683,0,40,53.5,48.7,17.78,3.684,65.79,-0.03,65.87,0,110.701,53.5,65.79,,1.9737,2728.311,53.5
110.731,-0.00427,-1.5,0.613,-0.014,-2.5,-2.5,-1.6673,0,40,53.5,48.7,17.78,3.684,65.55,0.14,65.3,0,110.731,53.5,65.55,,1.9665,2730.2775,53.5
110.761,-0.00453,-1.6,0.612,-0.001,-2.5,-2.5,-1.666,0,40,53.6,48.7,17.78,3.694,65.76,0.04,65.82,0,110.761,53.6,65.76,,1.9728,2732.2503,53.6
110.791,-0.00456,-1.6,0.612,0,-2.5,-2.5,-1.6732,0,40,53.6,48.7,17.78,3.694,65.59,-0.02,65.98,0,110.791,53.6,65.59,,1.9677,2734.218,53.6
110.818,-0.00457,-1.6,0.612,0.003,-2.5,-2.5,-1.6696,0,40,53.6,48.7,17.78,3.687,65.7,-0.02,65.58,0,110.818,53.6,65.7,,1.971,2736.189,53.6
110.845,-0.00452,-1.6,0.612,-0.003,-2.5,-2.5,-1.6646,0,40,53.7,48.7,17.78,3.707,65.7,0.1,65.3,0,110.845,53.7,65.7,,1.971,2738.16,53.7
110.875,-0.00458,-1.6,0.612,-0.002,-2.5,-2.5,-1.668,0,40,53.7,48.7,17.78,3.689,65.91,-0.1,65.68,0,110.875,53.7,65.91,,1.9773,2740.1373,53.7
110.905,-0.00457,-1.6,0.612,0.002,-2.5,-2.5,-1.6692,0,40,53.7,48.7,17.78,3.696,65.61,-0.02,65.68,0,110.905,53.7,65.61,,1.9683,2742.1056,53.7
110.935,-0.00457,-1.6,0.612,0,-2.5,-2.5,-1.6692,0,40,53.7,48.8,17.78,3.687,65.64,0,65.74,0,110.935,53.7,65.64,,1.9692,2744.0748,53.7
111.022,-0.00458,-1.7,0.612,-0.001,-2.5,-2.5,-1.673,0,40,53.9,48.8,17.78,3.693,65.66,0.01,65.72,0,111.022,53.9,65.66,,1.9698,2746.0446,53.9
111.069,-0.00463,-1.7,0.612,-0.007,-2.5,-2.5,-1.6674,0,40,53.9,48.8,17.78,3.693,65.99,-0.03,65.91,0,111.069,53.9,65.99,,1.9797,2748.0243,53.9
111.096,-0.00461,-1.7,0.612,-0.001,-2.5,-2.5,-1.6681,0,40,53.9,48.8,17.79,3.695,65.7,-0.07,65.86,0,111.096,53.9,65.7,,1.971,2749.9953,53.9
111.126,-0.00457,-1.6,0.612,-0.002,-2.5,-2.5,-1.6686,0,40,54,48.9,17.78,3.683,65.71,0.01,65.75,0,111.126,54,65.71,,1.9713,2751.9666,54
111.151,-0.00461,-1.7,0.612,0.005,-2.5,-2.5,-1.6727,0,40,54,48.9,17.78,3.693,65.66,0.06,65.76,0,111.151,54,65.66,,1.9698,2753.9364,54
111.184,-0.00461,-1.7,0.612,-0.007,-2.5,-2.5,-1.6646,0,40,54,48.9,17.78,3.695,65.84,-0.04,65.92,0,111.184,54,65.84,,1.9752,2755.9116,54
111.208,-0.00464,-1.7,0.612,-0.001,-2.5,-2.5,-1.6701,0,40,54,48.9,17.77,3.697,65.82,-0.02,65.93,0,111.208,54,65.82,,1.9746,2757.8862,54
111.235,-0.00483,-1.7,0.611,-0.006,-2.5,-2.5,-1.6542,0,40,54.1,48.9,17.78,3.699,65.65,0.1,65.6,0,111.235,54.1,65.65,,1.9695,2759.8557,54.1
111.26,-0.00509,-1.8,0.61,-0.017,-2.5,-2.5,-1.6648,0,40,54.1,48.9,17.78,3.69,65.69,0.07,65.76,0,111.26,54.1,65.69,,1.9707,2761.8264,54.1
111.286,-0.00541,-1.9,0.609,-0.016,-2.5,-2.5,-1.6681,0,40,54.1,48.9,17.78,3.688,65.86,0.08,65.55,0,111.286,54.1,65.86,,1.9758,2763.8022,54.1
111.316,-0.00589,-2.1,0.608,-0.017,-2.5,-2.5,-1.665,0,40,54.2,49,17.78,3.703,65.67,0.07,65.75,0,111.316,54.2,65.67,,1.9701,2765.7723,54.2
111.362,-0.0064,-2.3,0.606,0.002,-2.5,-2.5,-1.6597,0,40,54.2,49,17.78,3.694,65.86,0.03,65.82,0,111.362,54.2,65.86,,1.9758,2767.7481,54.2
111.391,-0.00644,-2.3,0.606,0.001,-2.5,-2.5,-1.6647,0,40,54.2,49,17.78,3.707,65.68,-0.09,65.85,0,111.391,54.2,65.68,,1.9704,2769.7185,54.2
111.42,-0.00639,-2.3,0.606,0.003,-2.5,-2.5,-1.6707,0,40,54.3,49,17.78,3.703,65.91,0.01,66.1,0,111.42,54.3,65.91,,1.9773,2771.6958,54.3
111.449,-0.00631,-2.3,0.607,0.001,-2.5,-2.5,-1.6598,0,40,54.3,49,17.78,3.697,65.91,-0.09,65.75,0,111.449,54.3,65.91,,1.9773,2773.6731,54.3
111.479,-0.0063,-2.3,0.607,-0.002,-2.5,-2.5,-1.6702,0,40,54.3,49,17.78,3.704,65.77,-0.01,66,0,111.479,54.3,65.77,,1.9731,2775.6462,54.3
111.508,-0.00629,-2.3,0.607,0,-2.5,-2.5,-1.6662,0,40,54.4,49.1,17.78,3.699,65.99,0.07,65.81,0,111.508,54.4,65.99,,1.9797,2777.6259,54.4
111.535,-0.0063,-2.3,0.607,0,-2.5,-2.5,-1.6666,0,40,54.4,49.1,17.78,3.704,66,-0.08,65.97,0,111.535,54.4,66,,1.98,2779.6059,54.4
111.566,-0.00631,-2.3,0.607,0,-2.5,-2.5,-1.6659,0,40,54.4,49.1,17.78,3.717,65.98,0.03,65.53,0,111.566,54.4,65.98,,1.9794,2781.5853,54.4
111.595,-0.0063,-2.3,0.607,-0.01,-2.5,-2.5,-1.6613,0,40,54.5,49.1,17.78,3.71,66.01,-0.03,65.85,0,111.595,54.5,66.01,,1.9803,2783.5656,54.5
111.625,-0.00631,-2.3,0.607,-0.003,-2.5,-2.5,-1.6637,0,40,54.5,49.1,17.79,3.692,65.97,-0.02,66.01,0,111.625,54.5,65.97,,1.9791,2785.5447,54.5
111.652,-0.00633,-2.3,0.607,-0.001,-2.5,-2.5,-1.6666,0,40,54.5,49.1,17.78,3.71,65.97,-0.04,65.91,0,111.652,54.5,65.97,,1.9791,2787.5238,54.5
111.682,-0.0063,-2.3,0.607,-0.001,-2.5,-2.5,-1.6619,0,40,54.6,49.1,17.79,3.715,65.99,-0.03,65.91,0,111.682,54.6,65.99,,1.9797,2789.5035,54.6
111.715,-0.00635,-2.3,0.607,0,-2.5,-2.5,-1.668,0,40,54.6,49.2,17.77,3.711,65.85,0.01,65.87,0,111.715,54.6,65.85,,1.9755,2791.479,54.6
111.745,-0.00649,-2.3,0.606,-0.003,-2.5,-2.5,-1.6621,0,40,54.7,49.2,17.77,3.703,66.08,0.01,65.86,0,111.745,54.7,66.08,,1.9824,2793.4614,54.7
111.775,-0.00653,-2.4,0.606,0,-2.5,-2.5,-1.6683,0,40,54.7,49.2,17.78,3.706,65.96,0,65.96,0,111.775,54.7,65.96,,1.9788,2795.4402,54.7
111.806,-0.00655,-2.4,0.606,0,-2.5,-2.5,-1.6724,0,40,54.7,49.2,17.78,3.72,66,-0.01,65.98,0,111.806,54.7,66,,1.98,2797.4202,54.7
111.836,-0.00653,-2.4,0.606,-0.001,-2.5,-2.5,-1.6616,0,40,54.8,49.2,17.78,3.708,65.94,0.02,65.86,0,111.836,54.8,65.94,,1.9782,2799.3984,54.8
111.867,-0.00654,-2.4,0.606,0.002,-2.5,-2.5,-1.6635,0,40,54.8,49.2,17.79,3.701,65.75,0.05,65.73,0,111.867,54.8,65.75,,1.9725,2801.3709,54.8
111.901,-0.00666,-2.4,0.606,0.001,-2.5,-2.5,-1.6664,0,40,54.9,49.3,17.78,3.705,65.84,0.03,65.92,0,111.901,54.9,65.84,,1.9752,2803.3461,54.9
111.93,-0.00671,-2.4,0.606,0,-2.5,-2.5,-1.6634,0,40,54.9,49.3,17.78,3.703,65.95,0.02,65.97,0,111.93,54.9,65.95,,1.9785,2805.3246,54.9
111.961,-0.00679,-2.4,0.605,-0.009,-2.5,-2.5,-1.6639,0,40,54.9,49.3,17.78,3.702,65.79,0.13,65.65,0,111.961,54.9,65.79,,1.9737,2807.2983,54.9
111.99,-0.00703,-2.5,0.605,-0.001,-2.5,-2.5,-1.6666,0,40,55,49.3,17.78,3.705,65.86,0.14,65.71,0,111.99,55,65.86,,1.9758,2809.2741,55
112.018,-0.00726,-2.6,0.604,-0.007,-2.5,-2.5,-1.6631,0,40,55,49.3,17.79,3.707,66.1,0.02,66.18,0,112.018,55,66.1,,1.983,2811.2571,55
112.049,-0.00763,-2.7,0.603,-0.016,-2.5,-2.5,-1.6641,0,40,55,49.3,17.78,3.718,66.28,0.15,66.16,0,112.049,55,66.28,,1.9884,2813.2455,55
112.078,-0.00805,-2.9,0.602,-0.011,-2.5,-2.5,-1.6709,0,40,55.1,49.4,17.78,3.702,65.98,0.04,66.1,0,112.078,55.1,65.98,,1.9794,2815.2249,55.1
112.108,-0.00813,-2.9,0.601,0,-2.5,-2.5,-1.6696,0,40,55.1,49.4,17.78,3.723,66.1,-0.04,66.15,0,112.108,55.1,66.1,,1.983,2817.2079,55.1
112.143,-0.00825,-3,0.601,-0.005,-2.5,-2.5,-1.6679,0,40,55.2,49.4,17.79,3.707,66.15,0.04,66.34,0,112.143,55.2,66.15,,1.9845,2819.1924,55.2
112.168,-0.00843,-3,0.6,-0.008,-2.5,-2.5,-1.673,0,40,55.2,49.4,17.78,3.725,66.2,0.02,66.08,0,112.168,55.2,66.2,,1.986,2821.1784,55.2
112.198,-0.00885,-3.2,0.599,-0.023,-2.5,-2.5,-1.6582,0,40,55.2,49.4,17.78,3.709,65.79,0.27,65.58,0,112.198,55.2,65.79,,1.9737,2823.1521,55.2
112.228,-0.0099,-3.6,0.596,-0.037,-2.5,-2.5,-1.6594,0,40,55.3,49.4,17.79,3.707,66.08,0.4,65.87,0,112.228,55.3,66.08,,1.9824,2825.1345,55.3
112.258,-0.01114,-4,0.592,-0.037,-2.5,-2.5,-1.6625,0,40,55.3,49.5,17.78,3.726,66.36,0.4,66.17,0,112.258,55.3,66.36,,1.9908,2827.1253,55.3
112.285,-0.0121,-4.4,0.589,-0.022,-2.5,-2.5,-1.66,0,40,55.3,49.5,17.77,3.766,66.82,0.19,66.76,0,112.285,55.3,66.82,,2.0046,2829.1299,55.3
112.318,-0.01263,-4.5,0.588,-0.003,-2.5,-2.5,-1.6622,0,40,55.4,49.5,17.77,3.765,67.23,0.01,67.02,0,112.318,55.4,67.23,,2.0169,2831.1468,55.4
112.346,-0.01261,-4.5,0.588,-0.002,-2.5,-2.5,-1.6621,0,40,55.4,49.5,17.77,3.782,66.97,0.02,66.97,0,112.346,55.4,66.97,,2.0091,2833.1559,55.4
112.376,-0.01258,-4.5,0.588,0.005,-2.5,-2.5,-1.6721,0,40,55.5,49.5,17.78,3.767,67.05,0.04,66.83,0,112.376,55.5,67.05,,2.0115,2835.1674,55.5
112.408,-0.01253,-4.5,0.588,0.006,-2.5,-2.5,-1.661,0,40,55.5,49.5,17.77,3.769,67.26,0.07,67.22,0,112.408,55.5,67.26,,2.0178,2837.1852,55.5
112.433,-0.01255,-4.5,0.588,-0.007,-2.5,-2.5,-1.6646,0,40,55.5,49.5,17.77,3.777,67.02,0.02,66.97,0,112.433,55.5,67.02,,2.0106,2839.1958,55.5
112.465,-0.01257,-4.5,0.588,0,-2.5,-2.5,-1.6623,0,40,55.6,49.6,17.77,3.773,67.04,0,67.07,0,112.465,55.6,67.04,,2.0112,2841.207,55.6
112.495,-0.01256,-4.5,0.588,-0.005,-2.5,-2.5,-1.6724,0,40,55.6,49.6,17.77,3.781,67.17,-0.04,67.17,0,112.495,55.6,67.17,,2.0151,2843.2221,55.6
112.526,-0.01257,-4.5,0.588,-0.001,-2.5,-2.5,-1.6645,0,40,55.7,49.6,17.78,3.779,66.94,0,67.15,0,112.526,55.7,66.94,,2.0082,2845.2303,55.7
112.552,-0.01264,-4.5,0.588,0.001,-2.5,-2.5,-1.6624,0,40,55.7,49.6,17.78,3.775,67.27,0.02,67.19,0,112.552,55.7,67.27,,2.0181,2847.2484,55.7
112.582,-0.01264,-4.5,0.588,0.001,-2.5,-2.5,-1.6673,0,40,55.7,49.6,17.78,3.783,66.98,-0.01,67.2,0,112.582,55.7,66.98,,2.0094,2849.2578,55.7
112.614,-0.01265,-4.6,0.588,0,-2.5,-2.5,-1.6697,0,40,55.8,49.6,17.77,3.78,67.04,0,67.36,0,112.614,55.8,67.04,,2.0112,2851.269,55.8
112.644,-0.01266,-4.6,0.588,0.002,-2.5,-2.5,-1.6695,0,40,55.8,49.7,17.77,3.786,67.29,0.02,67.17,0,112.644,55.8,67.29,,2.0187,2853.2877,55.8
112.674,-0.01263,-4.5,0.588,-0.006,-2.5,-2.5,-1.6638,0,40,55.9,49.7,17.77,3.787,67.2,0.03,67.18,0,112.674,55.9,67.2,,2.016,2855.3037,55.9
112.702,-0.01264,-4.5,0.588,0.003,-2.5,-2.5,-1.6686,0,40,55.9,49.7,17.78,3.789,67.41,-0.02,67.26,0,112.702,55.9,67.41,,2.0223,2857.326,55.9
112.733,-0.01263,-4.5,0.588,0,-2.5,-2.5,-1.6696,0,40,55.9,49.7,17.77,3.781,67.15,0,67.25,0,112.733,55.9,67.15,,2.0145,2859.3405,55.9
112.759,-0.01263,-4.5,0.588,0,-2.5,-2.5,-1.667,0,40,56,49.7,17.77,3.784,67.2,0,67.15,0,112.759,56,67.2,,2.016,2861.3565,56
112.785,-0.01258,-4.5,0.588,0.001,-2.5,-2.5,-1.6707,0,40,56,49.7,17.78,3.789,67.15,-0.01,67.17,0,112.785,56,67.15,,2.0145,2863.371,56
112.816,-0.01251,-4.5,0.588,0.001,-2.5,-2.5,-1.667,0,40,56,49.7,17.77,3.781,67.1,0,67.13,0,112.816,56,67.1,,2.013,2865.384,56
112.846,-0.01245,-4.5,0.588,-0.007,-2.5,-2.5,-1.6626,0,40,56.1,49.8,17.77,3.778,67.26,-0.03,67.41,0,112.846,56.1,67.26,,2.0178,2867.4018,56.1
112.876,-0.01246,-4.5,0.588,0.002,-2.5,-2.5,-1.6666,0,40,56.1,49.8,17.77,3.792,67.03,-0.02,67.24,0,112.876,56.1,67.03,,2.0109,2869.4127,56.1
112.906,-0.01245,-4.5,0.588,0.002,-2.5,-2.5,-1.6643,0,40,56.2,49.8,17.77,3.761,67.1,-0.02,67.29,0,112.906,56.2,67.1,,2.013,2871.4257,56.2
112.934,-0.01241,-4.5,0.588,0.012,-2.5,-2.5,-1.6627,0,40,56.2,49.8,17.77,3.781,67.25,0,67.04,0,112.934,56.2,67.25,,2.0175,2873.4432,56.2
112.964,-0.0124,-4.5,0.588,0.001,-2.5,-2.5,-1.6725,0,40,56.2,49.8,17.77,3.772,67.17,0.02,67.05,0,112.964,56.2,67.17,,2.0151,2875.4583,56.2
112.995,-0.01236,-4.4,0.589,0.006,-2.5,-2.5,-1.6624,0,40,56.3,49.8,17.78,3.784,67.12,-0.07,67.23,0,112.995,56.3,67.12,,2.0136,2877.4719,56.3
113.026,-0.01233,-4.4,0.589,0.006,-2.5,-2.5,-1.6673,0,40,56.3,49.9,17.77,3.773,67.12,-0.12,67.31,0,113.026,56.3,67.12,,2.0136,2879.4855,56.3
113.058,-0.01227,-4.4,0.589,0.001,-2.5,-2.5,-1.6709,0,40,56.4,49.9,17.77,3.772,66.8,-0.03,67.26,0,113.058,56.4,66.8,,2.004,2881.4895,56.4
113.085,-0.01227,-4.4,0.589,0,-2.5,-2.5,-1.6567,0,40,56.4,49.9,17.78,3.772,67.06,-0.01,67.1,0,113.085,56.4,67.06,,2.0118,2883.5013,56.4
113.118,-0.01227,-4.4,0.589,0.001,-2.5,-2.5,-1.6714,0,40,56.4,49.9,17.78,3.777,67.28,0,67.09,0,113.118,56.4,67.28,,2.0184,2885.5197,56.4
113.148,-0.01214,-4.4,0.589,0.002,-2.5,-2.5,-1.6664,0,40,56.5,49.9,17.78,3.768,67.31,-0.1,67.31,0,113.148,56.5,67.31,,2.0193,2887.539,56.5
113.174,-0.01202,-4.3,0.59,-0.001,-2.5,-2.5,-1.6598,0,40,56.5,49.9,17.77,3.776,67.15,0.01,67.03,0,113.174,56.5,67.15,,2.0145,2889.5535,56.5
113.204,-0.01204,-4.3,0.59,-0.001,-2.5,-2.5,-1.6631,0,40,56.6,50,17.77,3.765,67.24,0.03,67.06,0,113.204,56.6,67.24,,2.0172,2891.5707,56.6
113.233,-0.0121,-4.4,0.589,-0.003,-2.5,-2.5,-1.6674,0,40,56.6,50,17.77,3.781,67.09,0.1,66.78,0,113.233,56.6,67.09,,2.0127,2893.5834,56.6
113.265,-0.01225,-4.4,0.589,-0.005,-2.5,-2.5,-1.6693,0,40,56.6,50,17.77,3.778,67.21,0.02,67.24,0,113.265,56.6,67.21,,2.0163,2895.5997,56.6
113.298,-0.01233,-4.4,0.589,0,-2.5,-2.5,-1.6642,0,40,56.7,50,17.78,3.771,67.05,0,67.3,0,113.298,56.7,67.05,,2.0115,2897.6112,56.7
113.334,-0.01255,-4.5,0.588,-0.022,-2.5,-2.5,-1.6632,0,40,56.8,50,17.76,3.802,67.08,0.11,67.47,0,113.334,56.8,67.08,,2.0124,2899.6236,56.8
113.403,-0.01359,-4.9,0.585,-0.016,-2.5,-2.5,-1.6693,0,40,56.8,50.1,17.76,3.792,67.67,0.16,67.53,0,113.403,56.8,67.67,,2.0301,2901.6537,56.8
113.435,-0.01428,-5.1,0.583,-0.021,-2.5,-2.5,-1.6654,0,40,56.9,50.1,17.77,3.826,67.65,0.21,67.44,0,113.435,56.9,67.65,,2.0295,2903.6832,56.9
113.463,-0.01457,-5.2,0.582,-0.002,-2.5,-2.5,-1.6619,0,40,56.9,50.1,17.76,3.815,68.16,0.02,68.13,0,113.463,56.9,68.16,,2.0448,2905.728,56.9
113.492,-0.01453,-5.2,0.582,0.004,-2.5,-2.5,-1.6685,0,40,56.9,50.1,17.76,3.826,68.1,-0.02,67.87,0,113.492,56.9,68.1,,2.043,2907.771,56.9
113.52,-0.01453,-5.2,0.582,-0.002,-2.5,-2.5,-1.6677,0,40,57,50.1,17.77,3.832,68.03,0,68.15,0,113.52,57,68.03,,2.0409,2909.8119,57
113.55,-0.01453,-5.2,0.582,-0.006,-2.5,-2.5,-1.6762,0,40,57,50.1,17.76,3.836,68.08,-0.03,68.2,0,113.55,57,68.08,,2.0424,2911.8543,57
113.581,-0.01455,-5.2,0.582,0.006,-2.5,-2.5,-1.6672,0,40,57.1,50.2,17.77,3.816,67.87,0.01,67.88,0,113.581,57.1,67.87,,2.0361,2913.8904,57.1
113.611,-0.01453,-5.2,0.582,0,-2.5,-2.5,-1.6705,0,40,57.1,50.2,17.77,3.826,67.84,0,67.88,0,113.611,57.1,67.84,,2.0352,2915.9256,57.1
113.637,-0.01453,-5.2,0.582,-0.001,-2.5,-2.5,-1.6695,0,40,57.1,50.2,17.76,3.83,68.07,0.02,67.9,0,113.637,57.1,68.07,,2.0421,2917.9677,57.1
113.666,-0.01454,-5.2,0.582,0.001,-2.5,-2.5,-1.6673,0,40,57.2,50.2,17.76,3.839,67.85,0.06,67.99,0,113.666,57.2,67.85,,2.0355,2920.0032,57.2
113.696,-0.01453,-5.2,0.582,0.005,-2.5,-2.5,-1.6624,0,40,57.2,50.2,17.76,3.834,68.04,0.01,68.19,0,113.696,57.2,68.04,,2.0412,2922.0444,57.2
